Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S	0	0	Cancelar Solicitud	2016-02-01 08:08:25	2016-02-01 09:00:00	2016-02-01 10:00:40	role1	
S	0	0	Notificacion estudiante cancelacion soli	2016-02-01 10:00:40	2016-02-01 10:00:40	2016-02-01 10:00:42	role1	
S	0	5	Traer informacion estudiante - banner	2016-02-01 10:23:47	2016-02-01 10:23:47	2016-02-01 10:23:48	role0	
S	0	6	Traer informacion estudiante - banner	2016-02-01 10:24:01	2016-02-01 10:24:01	2016-02-01 10:24:02	role0	
S	0	6	Radicar Solicitud Homologacion	2016-02-01 10:24:02	2016-02-01 10:24:02	2016-02-01 10:24:11	role0	
S	0	7	Traer informacion estudiante - banner	2016-02-01 10:26:13	2016-02-01 10:26:13	2016-02-01 10:26:14	role0	
S	0	5	Radicar Solicitud Homologacion	2016-02-01 10:23:48	2016-02-01 10:23:48	2016-02-01 10:28:18	role0	
S	0	8	Traer informacion estudiante - banner	2016-02-01 10:29:53	2016-02-01 10:29:53	2016-02-01 10:29:54	role0	
S	0	8	Radicar Solicitud Homologacion	2016-02-01 10:29:54	2016-02-01 10:29:54	2016-02-01 10:34:04	role0	
S	0	7	Radicar Solicitud Homologacion	2016-02-01 10:26:14	2016-02-01 10:26:14	2016-02-01 10:36:45	role0	
S	0	9	Traer informacion estudiante - banner	2016-02-01 10:46:54	2016-02-01 10:46:54	2016-02-01 10:46:55	role0	
S	0	6	Validar solicitud	2016-02-01 10:24:11	2016-02-01 10:24:11	2016-02-01 10:53:38	role2	
S	0	9	Radicar Solicitud Homologacion	2016-02-01 10:46:55	2016-02-01 10:46:55	2016-02-01 10:57:54	role0	
S	0	10	Traer informacion estudiante - banner	2016-02-01 11:03:02	2016-02-01 11:03:02	2016-02-01 11:03:03	role0	
S	0	8	Validar solicitud	2016-02-01 10:34:04	2016-02-01 10:34:04	2016-02-01 11:03:42	role2	
S	0	7	Validar solicitud	2016-02-01 10:36:45	2016-02-01 10:36:45	2016-02-01 11:06:55	role2	
S	0	10	Radicar Solicitud Homologacion	2016-02-01 11:03:03	2016-02-01 11:03:03	2016-02-01 11:09:47	role0	
S	0	11	Traer informacion estudiante - banner	2016-02-01 11:23:48	2016-02-01 11:23:48	2016-02-01 11:23:49	role0	
S	0	1	Homologacion por grupo de cursos	2016-02-01 09:26:38	2016-02-01 09:26:38	2016-02-01 11:24:43	role3	
S	0	5	Cancelar Solicitud	2016-02-01 10:28:18	2016-02-01 10:28:18	2016-02-01 11:26:12	role1	
S	0	5	Notificacion estudiante cancelacion soli	2016-02-01 11:26:12	2016-02-01 11:26:12	2016-02-01 11:26:13	role1	
S	0	3	Homologacion por grupo de cursos	2016-02-01 09:30:54	2016-02-01 09:30:54	2016-02-01 11:30:25	role3	
S	0	12	Traer informacion estudiante - banner	2016-02-01 11:31:53	2016-02-01 11:31:53	2016-02-01 11:31:54	role0	
S	0	12	Radicar Solicitud Homologacion	2016-02-01 11:31:54	2016-02-01 11:31:54	2016-02-01 11:32:47	role0	
S	0	11	Radicar Solicitud Homologacion	2016-02-01 11:23:49	2016-02-01 11:23:49	2016-02-01 11:32:48	role0	
S	0	4	Homologacion por grupo de cursos	2016-02-01 09:40:21	2016-02-01 09:40:21	2016-02-01 11:43:16	role3	
S	0	9	Cancelar Solicitud	2016-02-01 10:57:54	2016-02-01 10:57:54	2016-02-01 11:47:52	role1	
S	0	9	Notificacion estudiante cancelacion soli	2016-02-01 11:47:52	2016-02-01 11:47:52	2016-02-01 11:47:53	role1	
S	0	13	Traer informacion estudiante - banner	2016-02-01 11:58:24	2016-02-01 11:58:24	2016-02-01 11:58:25	role0	
S	0	11	Validar solicitud	2016-02-01 11:32:48	2016-02-01 11:32:48	2016-02-01 11:59:45	role2	
S	0	10	Cancelar Solicitud	2016-02-01 11:09:47	2016-02-01 11:09:47	2016-02-01 12:03:23	role1	
S	0	10	Notificacion estudiante cancelacion soli	2016-02-01 12:03:23	2016-02-01 12:03:23	2016-02-01 12:03:25	role1	
S	0	13	Radicar Solicitud Homologacion	2016-02-01 11:58:25	2016-02-01 11:58:25	2016-02-01 12:04:08	role0	
S	0	14	Traer informacion estudiante - banner	2016-02-01 12:10:31	2016-02-01 12:10:31	2016-02-01 12:10:32	role0	
S	0	6	Evaluacion curso	2016-02-01 10:53:38	2016-02-01 11:00:00	2016-02-01 12:12:49	role5	
S	0	3	Evaluacion curso	2016-02-01 09:30:54	2016-02-01 11:00:00	2016-02-01 12:13:48	role5	
S	0	15	Traer informacion estudiante - banner	2016-02-01 12:17:01	2016-02-01 12:17:01	2016-02-01 12:17:02	role0	
S	0	15	Radicar Solicitud Homologacion	2016-02-01 12:17:02	2016-02-01 12:17:02	2016-02-01 12:17:35	role0	
S	0	14	Radicar Solicitud Homologacion	2016-02-01 12:10:32	2016-02-01 12:10:32	2016-02-01 12:18:03	role0	
S	0	8	Evaluacion curso	2016-02-01 11:03:42	2016-02-01 11:03:42	2016-02-01 12:19:39	role5	
S	0	11	Revisar curso	2016-02-01 11:59:45	2016-02-01 11:59:45	2016-02-01 12:22:06	role4	
S	0	7	Evaluacion curso	2016-02-01 11:06:55	2016-02-01 11:06:55	2016-02-01 12:28:31	role5	
S	0	12	Cancelar Solicitud	2016-02-01 11:32:47	2016-02-01 11:32:47	2016-02-01 12:29:38	role1	
S	0	12	Notificacion estudiante cancelacion soli	2016-02-01 12:29:38	2016-02-01 12:29:38	2016-02-01 12:29:39	role1	
S	0	13	Validar solicitud	2016-02-01 12:04:08	2016-02-01 12:04:08	2016-02-01 12:31:04	role2	
S	0	16	Traer informacion estudiante - banner	2016-02-01 12:35:12	2016-02-01 12:35:12	2016-02-01 12:35:13	role0	
S	0	16	Radicar Solicitud Homologacion	2016-02-01 12:35:13	2016-02-01 12:35:13	2016-02-01 12:36:13	role0	
S	0	17	Traer informacion estudiante - banner	2016-02-01 12:42:39	2016-02-01 12:42:39	2016-02-01 12:42:40	role0	
S	0	14	Validar solicitud	2016-02-01 12:18:03	2016-02-01 12:18:03	2016-02-01 12:48:40	role2	
S	0	6	Homologacion por grupo de cursos	2016-02-01 10:53:38	2016-02-01 10:53:38	2016-02-01 12:52:58	role3	
S	0	17	Radicar Solicitud Homologacion	2016-02-01 12:42:40	2016-02-01 12:42:40	2016-02-01 12:53:31	role0	
S	0	18	Traer informacion estudiante - banner	2016-02-01 12:54:37	2016-02-01 12:54:37	2016-02-01 12:54:38	role0	
S	0	19	Traer informacion estudiante - banner	2016-02-01 12:55:00	2016-02-01 12:55:00	2016-02-01 12:55:01	role0	
S	0	18	Radicar Solicitud Homologacion	2016-02-01 12:54:38	2016-02-01 12:54:38	2016-02-01 13:00:55	role0	
S	0	16	Validar solicitud	2016-02-01 12:36:13	2016-02-01 12:36:13	2016-02-01 13:01:09	role2	
S	0	19	Radicar Solicitud Homologacion	2016-02-01 12:55:01	2016-02-01 12:55:01	2016-02-01 13:02:03	role0	
S	0	7	Homologacion por grupo de cursos	2016-02-01 11:06:55	2016-02-01 11:06:55	2016-02-01 13:08:36	role3	
S	0	8	Homologacion por grupo de cursos	2016-02-01 11:03:42	2016-02-01 11:03:42	2016-02-01 13:08:44	role3	
S	0	15	Cancelar Solicitud	2016-02-01 12:17:35	2016-02-01 12:17:35	2016-02-01 13:08:47	role1	
S	0	15	Notificacion estudiante cancelacion soli	2016-02-01 13:08:47	2016-02-01 13:08:47	2016-02-01 13:08:48	role1	
S	0	11	Evaluacion curso	2016-02-01 11:59:45	2016-02-01 11:59:45	2016-02-01 13:09:28	role5	
S	0	20	Traer informacion estudiante - banner	2016-02-01 13:21:28	2016-02-01 13:21:28	2016-02-01 13:21:29	role0	
S	0	17	Validar solicitud	2016-02-01 12:53:31	2016-02-01 12:53:31	2016-02-01 13:23:43	role2	
S	0	20	Radicar Solicitud Homologacion	2016-02-01 13:21:29	2016-02-01 13:21:29	2016-02-01 13:27:39	role0	
S	0	19	Validar solicitud	2016-02-01 13:02:03	2016-02-01 13:02:03	2016-02-01 13:29:55	role2	
S	0	21	Traer informacion estudiante - banner	2016-02-01 13:31:30	2016-02-01 13:31:30	2016-02-01 13:31:31	role0	
S	0	22	Traer informacion estudiante - banner	2016-02-01 13:31:49	2016-02-01 13:31:49	2016-02-01 13:31:50	role0	
S	0	18	Validar solicitud	2016-02-01 13:00:55	2016-02-01 13:00:55	2016-02-01 13:33:00	role2	
S	0	21	Radicar Solicitud Homologacion	2016-02-01 13:31:31	2016-02-01 13:31:31	2016-02-01 13:34:21	role0	
S	0	23	Traer informacion estudiante - banner	2016-02-01 13:39:17	2016-02-01 13:39:17	2016-02-01 13:39:18	role0	
S	0	23	Radicar Solicitud Homologacion	2016-02-01 13:39:18	2016-02-01 13:39:18	2016-02-01 13:40:11	role0	
S	0	22	Radicar Solicitud Homologacion	2016-02-01 13:31:50	2016-02-01 13:31:50	2016-02-01 13:42:09	role0	
S	0	13	Evaluacion curso	2016-02-01 12:31:04	2016-02-01 12:31:04	2016-02-01 13:47:51	role5	
S	0	14	Evaluacion curso	2016-02-01 12:48:40	2016-02-01 12:48:40	2016-02-01 14:02:04	role5	
S	0	11	Homologacion por grupo de cursos	2016-02-01 11:59:45	2016-02-01 11:59:45	2016-02-01 14:03:08	role3	
S	0	24	Traer informacion estudiante - banner	2016-02-01 14:17:47	2016-02-01 14:17:47	2016-02-01 14:17:48	role0	
S	0	16	Evaluacion curso	2016-02-01 13:01:09	2016-02-01 13:01:09	2016-02-01 14:20:18	role5	
S	0	20	Cancelar Solicitud	2016-02-01 13:27:39	2016-02-01 13:27:39	2016-02-01 14:21:26	role1	
S	0	20	Notificacion estudiante cancelacion soli	2016-02-01 14:21:26	2016-02-01 14:21:26	2016-02-01 14:21:27	role1	
S	0	24	Radicar Solicitud Homologacion	2016-02-01 14:17:48	2016-02-01 14:17:48	2016-02-01 14:23:01	role0	
S	0	21	Cancelar Solicitud	2016-02-01 13:34:21	2016-02-01 13:34:21	2016-02-01 14:25:13	role1	
S	0	21	Notificacion estudiante cancelacion soli	2016-02-01 14:25:13	2016-02-01 14:25:13	2016-02-01 14:25:14	role1	
S	0	13	Homologacion por grupo de cursos	2016-02-01 12:31:04	2016-02-01 12:31:04	2016-02-01 14:27:41	role3	
S	0	25	Traer informacion estudiante - banner	2016-02-01 14:30:50	2016-02-01 14:30:50	2016-02-01 14:30:51	role0	
S	0	23	Cancelar Solicitud	2016-02-01 13:40:11	2016-02-01 13:40:11	2016-02-01 14:33:59	role1	
S	0	23	Notificacion estudiante cancelacion soli	2016-02-01 14:33:59	2016-02-01 14:33:59	2016-02-01 14:34:00	role1	
S	0	22	Cancelar Solicitud	2016-02-01 13:42:09	2016-02-01 13:42:09	2016-02-01 14:36:55	role1	
S	0	22	Notificacion estudiante cancelacion soli	2016-02-01 14:36:55	2016-02-01 14:36:55	2016-02-01 14:36:56	role1	
S	0	25	Radicar Solicitud Homologacion	2016-02-01 14:30:51	2016-02-01 14:30:51	2016-02-01 14:37:45	role0	
S	0	17	Evaluacion curso	2016-02-01 13:23:43	2016-02-01 13:23:43	2016-02-01 14:39:26	role5	
S	0	14	Homologacion por grupo de cursos	2016-02-01 12:48:40	2016-02-01 12:48:40	2016-02-01 14:46:08	role3	
S	0	18	Evaluacion curso	2016-02-01 13:33:00	2016-02-01 13:33:00	2016-02-01 14:51:10	role5	
S	0	27	Traer informacion estudiante - banner	2016-02-01 14:52:58	2016-02-01 14:52:58	2016-02-01 14:52:59	role0	
S	0	27	Radicar Solicitud Homologacion	2016-02-01 14:52:59	2016-02-01 14:52:59	2016-02-01 14:56:32	role0	
S	0	16	Homologacion por grupo de cursos	2016-02-01 13:01:09	2016-02-01 13:01:09	2016-02-01 14:59:20	role3	
S	0	25	Validar solicitud	2016-02-01 14:37:45	2016-02-01 14:37:45	2016-02-01 15:02:33	role2	
S	0	28	Traer informacion estudiante - banner	2016-02-01 15:11:30	2016-02-01 15:11:30	2016-02-01 15:11:31	role0	
S	0	24	Cancelar Solicitud	2016-02-01 14:23:01	2016-02-01 14:23:01	2016-02-01 15:12:29	role1	
S	0	24	Notificacion estudiante cancelacion soli	2016-02-01 15:12:29	2016-02-01 15:12:29	2016-02-01 15:12:30	role1	
S	0	27	Validar solicitud	2016-02-01 14:56:32	2016-02-01 14:56:32	2016-02-01 15:15:32	role2	
S	0	29	Traer informacion estudiante - banner	2016-02-01 15:17:48	2016-02-01 15:17:48	2016-02-01 15:17:49	role0	
S	0	29	Radicar Solicitud Homologacion	2016-02-01 15:17:49	2016-02-01 15:17:49	2016-02-01 15:20:21	role0	
S	0	28	Radicar Solicitud Homologacion	2016-02-01 15:11:31	2016-02-01 15:11:31	2016-02-01 15:21:00	role0	
S	0	17	Homologacion por grupo de cursos	2016-02-01 13:23:43	2016-02-01 13:23:43	2016-02-01 15:25:30	role3	
S	0	19	Homologacion por grupo de cursos	2016-02-01 13:29:55	2016-02-01 13:29:55	2016-02-01 15:30:38	role3	
S	0	18	Homologacion por grupo de cursos	2016-02-01 13:33:00	2016-02-01 13:33:00	2016-02-01 15:39:12	role3	
S	0	28	Cancelar Solicitud	2016-02-01 15:21:00	2016-02-01 15:21:00	2016-02-01 16:10:32	role1	
S	0	28	Notificacion estudiante cancelacion soli	2016-02-01 16:10:32	2016-02-01 16:10:32	2016-02-01 16:10:33	role1	
S	0	31	Traer informacion estudiante - banner	2016-02-01 16:13:27	2016-02-01 16:13:27	2016-02-01 16:13:28	role0	
S	0	31	Radicar Solicitud Homologacion	2016-02-01 16:13:28	2016-02-01 16:13:28	2016-02-01 16:14:00	role0	
S	0	29	Cancelar Solicitud	2016-02-01 15:20:21	2016-02-01 15:20:21	2016-02-01 16:15:33	role1	
S	0	29	Notificacion estudiante cancelacion soli	2016-02-01 16:15:33	2016-02-01 16:15:33	2016-02-01 16:15:34	role1	
S	0	32	Traer informacion estudiante - banner	2016-02-01 16:16:14	2016-02-01 16:16:14	2016-02-01 16:16:15	role0	
S	0	33	Traer informacion estudiante - banner	2016-02-01 16:18:46	2016-02-01 16:18:46	2016-02-01 16:18:47	role0	
S	0	25	Evaluacion curso	2016-02-01 15:02:33	2016-02-01 15:02:33	2016-02-01 16:19:54	role5	
S	0	34	Traer informacion estudiante - banner	2016-02-01 16:20:25	2016-02-01 16:20:25	2016-02-01 16:20:26	role0	
S	0	33	Radicar Solicitud Homologacion	2016-02-01 16:18:47	2016-02-01 16:18:47	2016-02-01 16:21:39	role0	
S	0	32	Radicar Solicitud Homologacion	2016-02-01 16:16:15	2016-02-01 16:16:15	2016-02-01 16:23:05	role0	
S	0	34	Radicar Solicitud Homologacion	2016-02-01 16:20:26	2016-02-01 16:20:26	2016-02-01 16:23:27	role0	
S	0	27	Evaluacion curso	2016-02-01 15:15:32	2016-02-01 15:15:32	2016-02-01 16:33:13	role5	
S	0	35	Traer informacion estudiante - banner	2016-02-01 16:51:13	2016-02-01 16:51:13	2016-02-01 16:51:14	role0	
S	0	36	Traer informacion estudiante - banner	2016-02-01 16:52:10	2016-02-01 16:52:10	2016-02-01 16:52:11	role0	
S	0	33	Validar solicitud	2016-02-01 16:21:39	2016-02-01 16:21:39	2016-02-01 16:56:24	role2	
S	0	36	Radicar Solicitud Homologacion	2016-02-01 16:52:11	2016-02-01 16:52:11	2016-02-01 16:56:50	role0	
S	0	25	Homologacion por grupo de cursos	2016-02-01 15:02:33	2016-02-01 15:02:33	2016-02-01 17:05:52	role3	
S	0	35	Radicar Solicitud Homologacion	2016-02-01 16:51:14	2016-02-01 16:51:14	2016-02-01 17:07:00	role0	
S	0	31	Cancelar Solicitud	2016-02-01 16:14:00	2016-02-01 16:14:00	2016-02-01 17:11:26	role1	
S	0	31	Notificacion estudiante cancelacion soli	2016-02-01 17:11:26	2016-02-01 17:11:26	2016-02-01 17:11:27	role1	
S	0	27	Homologacion por grupo de cursos	2016-02-01 15:15:32	2016-02-01 15:15:32	2016-02-01 17:18:55	role3	
S	0	34	Cancelar Solicitud	2016-02-01 16:23:27	2016-02-01 16:23:27	2016-02-01 17:19:20	role1	
S	0	34	Notificacion estudiante cancelacion soli	2016-02-01 17:19:20	2016-02-01 17:19:20	2016-02-01 17:19:21	role1	
S	0	32	Cancelar Solicitud	2016-02-01 16:23:05	2016-02-01 16:23:05	2016-02-01 17:19:29	role1	
S	0	32	Notificacion estudiante cancelacion soli	2016-02-01 17:19:29	2016-02-01 17:19:29	2016-02-01 17:19:31	role1	
S	0	37	Traer informacion estudiante - banner	2016-02-01 17:27:31	2016-02-01 17:27:31	2016-02-01 17:27:32	role0	
S	0	37	Radicar Solicitud Homologacion	2016-02-01 17:27:32	2016-02-01 17:27:32	2016-02-01 17:27:52	role0	
S	0	35	Validar solicitud	2016-02-01 17:07:00	2016-02-01 17:07:00	2016-02-01 17:32:53	role2	
S	0	36	Cancelar Solicitud	2016-02-01 16:56:50	2016-02-01 16:56:50	2016-02-01 17:52:07	role1	
S	0	36	Notificacion estudiante cancelacion soli	2016-02-01 17:52:07	2016-02-01 17:52:07	2016-02-01 17:52:09	role1	
S	0	38	Traer informacion estudiante - banner	2016-02-01 18:07:24	2016-02-01 18:07:24	2016-02-01 18:07:25	role0	
S	0	39	Traer informacion estudiante - banner	2016-02-01 18:10:48	2016-02-01 18:10:48	2016-02-01 18:10:49	role0	
S	0	39	Radicar Solicitud Homologacion	2016-02-01 18:10:49	2016-02-01 18:10:49	2016-02-01 18:13:18	role0	
S	0	38	Radicar Solicitud Homologacion	2016-02-01 18:07:25	2016-02-01 18:07:25	2016-02-01 18:16:26	role0	
S	0	33	Evaluacion curso	2016-02-01 16:56:24	2016-02-01 16:56:24	2016-02-01 18:20:15	role5	
S	0	37	Cancelar Solicitud	2016-02-01 17:27:52	2016-02-01 17:27:52	2016-02-01 18:22:21	role1	
S	0	37	Notificacion estudiante cancelacion soli	2016-02-01 18:22:21	2016-02-01 18:22:21	2016-02-01 18:22:22	role1	
S	0	41	Traer informacion estudiante - banner	2016-02-01 18:25:28	2016-02-01 18:25:28	2016-02-01 18:25:30	role0	
S	0	41	Radicar Solicitud Homologacion	2016-02-01 18:25:30	2016-02-01 18:25:30	2016-02-01 18:32:32	role0	
S	0	42	Traer informacion estudiante - banner	2016-02-01 18:34:05	2016-02-01 18:34:05	2016-02-01 18:34:06	role0	
S	0	43	Traer informacion estudiante - banner	2016-02-01 18:40:49	2016-02-01 18:40:49	2016-02-01 18:40:50	role0	
S	0	42	Radicar Solicitud Homologacion	2016-02-01 18:34:06	2016-02-01 18:34:06	2016-02-01 18:42:41	role0	
S	0	44	Traer informacion estudiante - banner	2016-02-01 18:43:28	2016-02-01 18:43:28	2016-02-01 18:43:29	role0	
S	0	44	Radicar Solicitud Homologacion	2016-02-01 18:43:29	2016-02-01 18:43:29	2016-02-01 18:46:39	role0	
S	0	45	Traer informacion estudiante - banner	2016-02-01 18:46:54	2016-02-01 18:46:54	2016-02-01 18:46:55	role0	
S	0	33	Homologacion por grupo de cursos	2016-02-01 16:56:24	2016-02-01 16:56:24	2016-02-01 18:47:55	role3	
S	0	43	Radicar Solicitud Homologacion	2016-02-01 18:40:50	2016-02-01 18:40:50	2016-02-01 18:48:38	role0	
S	0	45	Radicar Solicitud Homologacion	2016-02-01 18:46:55	2016-02-01 18:46:55	2016-02-01 18:58:04	role0	
S	0	46	Traer informacion estudiante - banner	2016-02-01 18:58:23	2016-02-01 18:58:23	2016-02-01 18:58:24	role0	
S	0	47	Traer informacion estudiante - banner	2016-02-01 19:01:27	2016-02-01 19:01:27	2016-02-01 19:01:29	role0	
S	0	47	Radicar Solicitud Homologacion	2016-02-01 19:01:29	2016-02-01 19:01:29	2016-02-01 19:02:06	role0	
S	0	46	Radicar Solicitud Homologacion	2016-02-01 18:58:24	2016-02-01 18:58:24	2016-02-01 19:06:37	role0	
S	0	38	Cancelar Solicitud	2016-02-01 18:16:26	2016-02-01 18:16:26	2016-02-01 19:11:34	role1	
S	0	38	Notificacion estudiante cancelacion soli	2016-02-01 19:11:34	2016-02-01 19:11:34	2016-02-01 19:11:36	role1	
S	0	39	Cancelar Solicitud	2016-02-01 18:13:18	2016-02-01 18:13:18	2016-02-01 19:12:57	role1	
S	0	39	Notificacion estudiante cancelacion soli	2016-02-01 19:12:57	2016-02-01 19:12:57	2016-02-01 19:12:58	role1	
S	0	41	Cancelar Solicitud	2016-02-01 18:32:32	2016-02-01 18:32:32	2016-02-01 19:31:23	role1	
S	0	41	Notificacion estudiante cancelacion soli	2016-02-01 19:31:23	2016-02-01 19:31:23	2016-02-01 19:31:24	role1	
S	0	35	Homologacion por grupo de cursos	2016-02-01 17:32:53	2016-02-01 17:32:53	2016-02-01 19:36:17	role3	
S	0	46	Cancelar Solicitud	2016-02-01 19:06:37	2016-02-01 19:06:37	2016-02-01 19:51:14	role1	
S	0	46	Notificacion estudiante cancelacion soli	2016-02-01 19:51:14	2016-02-01 19:51:14	2016-02-01 19:51:15	role1	
S	0	48	Traer informacion estudiante - banner	2016-02-01 19:52:49	2016-02-01 19:52:49	2016-02-01 19:52:50	role0	
S	0	47	Cancelar Solicitud	2016-02-01 19:02:06	2016-02-01 19:02:06	2016-02-01 19:53:34	role1	
S	0	47	Notificacion estudiante cancelacion soli	2016-02-01 19:53:34	2016-02-01 19:53:34	2016-02-01 19:53:35	role1	
S	0	45	Cancelar Solicitud	2016-02-01 18:58:04	2016-02-01 18:58:04	2016-02-01 19:54:22	role1	
S	0	45	Notificacion estudiante cancelacion soli	2016-02-01 19:54:22	2016-02-01 19:54:22	2016-02-01 19:54:23	role1	
S	0	48	Radicar Solicitud Homologacion	2016-02-01 19:52:50	2016-02-01 19:52:50	2016-02-01 19:57:30	role0	
S	0	26	Noise_00	2016-02-01 14:33:00	2016-02-02 04:00:00	2016-02-02 04:00:01	noise0	
S	0	30	Noise_00	2016-02-01 15:59:17	2016-02-02 04:00:00	2016-02-02 04:00:01	noise0	
S	0	40	Noise_00	2016-02-01 18:14:08	2016-02-02 04:00:00	2016-02-02 04:00:01	noise0	
S	0	40	Noise_01	2016-02-02 04:00:01	2016-02-02 04:00:01	2016-02-02 04:04:26	noise0	
S	0	30	Noise_01	2016-02-02 04:00:01	2016-02-02 04:00:01	2016-02-02 04:07:07	noise0	
S	0	26	Noise_01	2016-02-02 04:00:01	2016-02-02 04:00:01	2016-02-02 04:07:42	noise0	
S	0	40	Noise_20	2016-02-02 04:04:26	2016-02-02 05:00:00	2016-02-02 05:27:45	noise2	
S	0	26	Noise_20	2016-02-02 04:07:42	2016-02-02 05:27:45	2016-02-02 05:50:58	noise2	
S	0	30	Noise_10	2016-02-02 04:07:07	2016-02-02 05:00:00	2016-02-02 05:57:10	noise1	
S	0	30	Noise_11	2016-02-02 05:57:10	2016-02-02 05:57:10	2016-02-02 05:57:12	noise1	
S	0	40	Noise_40	2016-02-02 05:27:45	2016-02-02 06:00:00	2016-02-02 06:22:56	noise4	
S	0	26	Noise_40	2016-02-02 05:50:58	2016-02-02 06:22:56	2016-02-02 06:47:42	noise4	
S	0	40	Noise_30	2016-02-02 05:27:45	2016-02-02 05:27:45	2016-02-02 07:27:39	noise3	
S	0	26	Noise_30	2016-02-02 05:50:58	2016-02-02 05:50:58	2016-02-02 07:48:22	noise3	
S	0	49	Traer informacion estudiante - banner	2016-02-02 08:11:23	2016-02-02 08:11:23	2016-02-02 08:11:25	role0	
S	0	50	Traer informacion estudiante - banner	2016-02-02 08:16:30	2016-02-02 08:16:30	2016-02-02 08:16:32	role0	
S	0	51	Noise_00	2016-02-02 08:19:01	2016-02-02 08:19:01	2016-02-02 08:19:02	noise0	
S	0	50	Radicar Solicitud Homologacion	2016-02-02 08:16:32	2016-02-02 08:16:32	2016-02-02 08:21:26	role0	
S	0	49	Radicar Solicitud Homologacion	2016-02-02 08:11:25	2016-02-02 08:11:25	2016-02-02 08:22:39	role0	
S	0	51	Noise_01	2016-02-02 08:19:02	2016-02-02 08:19:02	2016-02-02 08:25:58	noise0	
S	0	52	Traer informacion estudiante - banner	2016-02-02 08:48:43	2016-02-02 08:48:43	2016-02-02 08:48:44	role0	
S	0	53	Traer informacion estudiante - banner	2016-02-02 08:48:50	2016-02-02 08:48:50	2016-02-02 08:48:51	role0	
S	0	52	Radicar Solicitud Homologacion	2016-02-02 08:48:44	2016-02-02 08:48:44	2016-02-02 08:48:58	role0	
S	0	51	Noise_20	2016-02-02 08:25:58	2016-02-02 08:25:58	2016-02-02 08:52:46	noise2	
S	0	53	Radicar Solicitud Homologacion	2016-02-02 08:48:51	2016-02-02 08:48:51	2016-02-02 08:55:23	role0	
S	0	54	Traer informacion estudiante - banner	2016-02-02 09:00:42	2016-02-02 09:00:42	2016-02-02 09:00:44	role0	
S	0	54	Radicar Solicitud Homologacion	2016-02-02 09:00:44	2016-02-02 09:00:44	2016-02-02 09:04:37	role0	
S	0	42	Validar solicitud	2016-02-01 18:42:41	2016-02-02 09:00:00	2016-02-02 09:11:17	role2	
S	0	44	Validar solicitud	2016-02-01 18:46:39	2016-02-02 09:00:00	2016-02-02 09:19:24	role2	
S	0	43	Validar solicitud	2016-02-01 18:48:38	2016-02-02 09:00:00	2016-02-02 09:19:27	role2	
S	0	51	Noise_40	2016-02-02 08:52:46	2016-02-02 08:52:46	2016-02-02 09:21:39	noise4	
S	0	48	Validar solicitud	2016-02-01 19:57:30	2016-02-02 09:00:00	2016-02-02 09:31:55	role2	
S	0	52	Validar solicitud	2016-02-02 08:48:58	2016-02-02 09:00:00	2016-02-02 09:35:23	role2	
S	0	49	Cancelar Solicitud	2016-02-02 08:22:39	2016-02-02 09:00:00	2016-02-02 09:51:56	role1	
S	0	49	Notificacion estudiante cancelacion soli	2016-02-02 09:51:56	2016-02-02 09:51:56	2016-02-02 09:51:57	role1	
