Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S	0	16	Traer informacion estudiante - banner	2016-02-01 10:35:12	2016-02-01 10:35:12	2016-02-01 10:35:13	role0	
S	0	16	Radicar Solicitud Homologacion	2016-02-01 10:35:13	2016-02-01 10:35:13	2016-02-01 10:35:46	role0	
S	0	17	Traer informacion estudiante - banner	2016-02-01 10:42:39	2016-02-01 10:42:39	2016-02-01 10:42:40	role0	
S	0	17	Radicar Solicitud Homologacion	2016-02-01 10:42:40	2016-02-01 10:42:40	2016-02-01 10:43:40	role0	
S	0	18	Traer informacion estudiante - banner	2016-02-01 10:54:37	2016-02-01 10:54:37	2016-02-01 10:54:38	role0	
S	0	19	Traer informacion estudiante - banner	2016-02-01 10:55:00	2016-02-01 10:55:00	2016-02-01 10:55:01	role0	
S	0	19	Radicar Solicitud Homologacion	2016-02-01 10:55:01	2016-02-01 10:55:01	2016-02-01 11:01:18	role0	
S	0	18	Radicar Solicitud Homologacion	2016-02-01 10:54:38	2016-02-01 10:54:38	2016-02-01 11:05:29	role0	
S	0	16	Validar solicitud	2016-02-01 10:35:46	2016-02-01 10:35:46	2016-02-01 11:06:23	role2	
S	0	17	Validar solicitud	2016-02-01 10:43:40	2016-02-01 10:43:40	2016-02-01 11:08:36	role2	
S	0	14	Cancelar Solicitud	2016-02-01 10:18:03	2016-02-01 10:18:03	2016-02-01 11:09:15	role1	
S	0	14	Notificacion estudiante cancelacion soli	2016-02-01 11:09:15	2016-02-01 11:09:15	2016-02-01 11:09:16	role1	
S	0	20	Traer informacion estudiante - banner	2016-02-01 11:21:28	2016-02-01 11:21:28	2016-02-01 11:21:29	role0	
S	0	1	Homologacion por grupo de cursos	2016-02-01 09:26:38	2016-02-01 09:26:38	2016-02-01 11:24:43	role3	
S	0	20	Radicar Solicitud Homologacion	2016-02-01 11:21:29	2016-02-01 11:21:29	2016-02-01 11:28:30	role0	
S	0	6	Homologacion por grupo de cursos	2016-02-01 09:29:27	2016-02-01 09:29:27	2016-02-01 11:28:58	role3	
S	0	7	Homologacion por grupo de cursos	2016-02-01 09:30:10	2016-02-01 09:30:10	2016-02-01 11:29:30	role3	
S	0	19	Validar solicitud	2016-02-01 11:01:18	2016-02-01 11:01:18	2016-02-01 11:31:30	role2	
S	0	21	Traer informacion estudiante - banner	2016-02-01 11:31:30	2016-02-01 11:31:30	2016-02-01 11:31:31	role0	
S	0	22	Traer informacion estudiante - banner	2016-02-01 11:31:49	2016-02-01 11:31:49	2016-02-01 11:31:50	role0	
S	0	8	Homologacion por grupo de cursos	2016-02-01 09:29:37	2016-02-01 09:29:37	2016-02-01 11:32:32	role3	
S	0	0	Homologacion por grupo de cursos	2016-02-01 09:30:54	2016-02-01 09:30:54	2016-02-01 11:32:35	role3	
S	0	22	Radicar Solicitud Homologacion	2016-02-01 11:31:50	2016-02-01 11:31:50	2016-02-01 11:34:40	role0	
S	0	2	Homologacion por grupo de cursos	2016-02-01 09:30:24	2016-02-01 09:30:24	2016-02-01 11:35:26	role3	
S	0	18	Validar solicitud	2016-02-01 11:05:29	2016-02-01 11:05:29	2016-02-01 11:37:34	role2	
S	0	21	Radicar Solicitud Homologacion	2016-02-01 11:31:31	2016-02-01 11:31:31	2016-02-01 11:37:41	role0	
S	0	20	Validar solicitud	2016-02-01 11:28:30	2016-02-01 11:28:30	2016-02-01 11:56:23	role2	
S	0	11	Homologacion por grupo de cursos	2016-02-01 09:59:45	2016-02-01 09:59:45	2016-02-01 12:03:08	role3	
S	0	11	Evaluacion curso	2016-02-01 09:59:45	2016-02-01 11:00:00	2016-02-01 12:09:42	role5	
S	0	7	Evaluacion curso	2016-02-01 09:30:10	2016-02-01 11:00:00	2016-02-01 12:12:49	role5	
S	0	6	Evaluacion curso	2016-02-01 09:29:27	2016-02-01 11:00:00	2016-02-01 12:13:48	role5	
S	0	2	Evaluacion curso	2016-02-01 09:30:24	2016-02-01 11:00:00	2016-02-01 12:15:57	role5	
S	0	13	Evaluacion curso	2016-02-01 10:31:04	2016-02-01 11:00:00	2016-02-01 12:16:46	role5	
S	0	16	Evaluacion curso	2016-02-01 11:06:23	2016-02-01 11:06:23	2016-02-01 12:19:47	role5	
S	0	0	Evaluacion curso	2016-02-01 09:30:54	2016-02-01 11:00:00	2016-02-01 12:21:36	role5	
S	0	13	Homologacion por grupo de cursos	2016-02-01 10:31:04	2016-02-01 10:31:04	2016-02-01 12:27:41	role3	
S	0	17	Evaluacion curso	2016-02-01 11:08:36	2016-02-01 11:08:36	2016-02-01 12:27:44	role5	
S	0	22	Cancelar Solicitud	2016-02-01 11:34:40	2016-02-01 11:34:40	2016-02-01 12:28:28	role1	
S	0	22	Notificacion estudiante cancelacion soli	2016-02-01 12:28:28	2016-02-01 12:28:28	2016-02-01 12:28:29	role1	
S	0	21	Cancelar Solicitud	2016-02-01 11:37:41	2016-02-01 11:37:41	2016-02-01 12:28:33	role1	
S	0	21	Notificacion estudiante cancelacion soli	2016-02-01 12:28:33	2016-02-01 12:28:33	2016-02-01 12:28:34	role1	
S	0	25	Traer informacion estudiante - banner	2016-02-01 12:30:50	2016-02-01 12:30:50	2016-02-01 12:30:51	role0	
S	0	25	Radicar Solicitud Homologacion	2016-02-01 12:30:51	2016-02-01 12:30:51	2016-02-01 12:41:10	role0	
S	0	19	Evaluacion curso	2016-02-01 11:31:30	2016-02-01 11:31:30	2016-02-01 12:47:13	role5	
S	0	27	Traer informacion estudiante - banner	2016-02-01 12:52:58	2016-02-01 12:52:58	2016-02-01 12:52:59	role0	
S	0	27	Radicar Solicitud Homologacion	2016-02-01 12:52:59	2016-02-01 12:52:59	2016-02-01 12:53:52	role0	
S	0	16	Homologacion por grupo de cursos	2016-02-01 11:06:23	2016-02-01 11:06:23	2016-02-01 13:03:51	role3	
S	0	17	Homologacion por grupo de cursos	2016-02-01 11:08:36	2016-02-01 11:08:36	2016-02-01 13:06:47	role3	
S	0	28	Traer informacion estudiante - banner	2016-02-01 13:11:30	2016-02-01 13:11:30	2016-02-01 13:11:31	role0	
S	0	20	Evaluacion curso	2016-02-01 11:56:23	2016-02-01 11:56:23	2016-02-01 13:14:32	role5	
S	0	28	Radicar Solicitud Homologacion	2016-02-01 13:11:31	2016-02-01 13:11:31	2016-02-01 13:16:45	role0	
S	0	29	Traer informacion estudiante - banner	2016-02-01 13:17:48	2016-02-01 13:17:48	2016-02-01 13:17:49	role0	
S	0	29	Radicar Solicitud Homologacion	2016-02-01 13:17:49	2016-02-01 13:17:49	2016-02-01 13:24:43	role0	
S	0	19	Homologacion por grupo de cursos	2016-02-01 11:31:30	2016-02-01 11:31:30	2016-02-01 13:33:17	role3	
S	0	25	Cancelar Solicitud	2016-02-01 12:41:10	2016-02-01 12:41:10	2016-02-01 13:34:58	role1	
S	0	25	Notificacion estudiante cancelacion soli	2016-02-01 13:34:58	2016-02-01 13:34:58	2016-02-01 13:34:59	role1	
S	0	18	Homologacion por grupo de cursos	2016-02-01 11:37:34	2016-02-01 11:37:34	2016-02-01 13:38:17	role3	
S	0	27	Cancelar Solicitud	2016-02-01 12:53:52	2016-02-01 12:53:52	2016-02-01 13:48:38	role1	
S	0	27	Notificacion estudiante cancelacion soli	2016-02-01 13:48:38	2016-02-01 13:48:38	2016-02-01 13:48:40	role1	
S	0	29	Validar solicitud	2016-02-01 13:24:43	2016-02-01 13:24:43	2016-02-01 13:49:31	role2	
S	0	20	Homologacion por grupo de cursos	2016-02-01 11:56:23	2016-02-01 11:56:23	2016-02-01 14:02:35	role3	
S	0	28	Cancelar Solicitud	2016-02-01 13:16:45	2016-02-01 13:16:45	2016-02-01 14:06:13	role1	
S	0	28	Notificacion estudiante cancelacion soli	2016-02-01 14:06:13	2016-02-01 14:06:13	2016-02-01 14:06:14	role1	
S	0	31	Traer informacion estudiante - banner	2016-02-01 14:13:27	2016-02-01 14:13:27	2016-02-01 14:13:28	role0	
S	0	32	Traer informacion estudiante - banner	2016-02-01 14:16:14	2016-02-01 14:16:14	2016-02-01 14:16:15	role0	
S	0	31	Radicar Solicitud Homologacion	2016-02-01 14:13:28	2016-02-01 14:13:28	2016-02-01 14:17:02	role0	
S	0	33	Traer informacion estudiante - banner	2016-02-01 14:18:46	2016-02-01 14:18:46	2016-02-01 14:18:47	role0	
S	0	34	Traer informacion estudiante - banner	2016-02-01 14:20:25	2016-02-01 14:20:25	2016-02-01 14:20:26	role0	
S	0	34	Radicar Solicitud Homologacion	2016-02-01 14:20:26	2016-02-01 14:20:26	2016-02-01 14:20:58	role0	
S	0	33	Radicar Solicitud Homologacion	2016-02-01 14:18:47	2016-02-01 14:18:47	2016-02-01 14:21:19	role0	
S	0	32	Radicar Solicitud Homologacion	2016-02-01 14:16:15	2016-02-01 14:16:15	2016-02-01 14:25:44	role0	
S	0	31	Validar solicitud	2016-02-01 14:17:02	2016-02-01 14:17:02	2016-02-01 14:36:01	role2	
S	0	35	Traer informacion estudiante - banner	2016-02-01 14:51:13	2016-02-01 14:51:13	2016-02-01 14:51:14	role0	
S	0	36	Traer informacion estudiante - banner	2016-02-01 14:52:10	2016-02-01 14:52:10	2016-02-01 14:52:11	role0	
S	0	36	Radicar Solicitud Homologacion	2016-02-01 14:52:11	2016-02-01 14:52:11	2016-02-01 14:55:03	role0	
S	0	35	Radicar Solicitud Homologacion	2016-02-01 14:51:14	2016-02-01 14:51:14	2016-02-01 14:58:04	role0	
S	0	29	Evaluacion curso	2016-02-01 13:49:31	2016-02-01 13:49:31	2016-02-01 15:06:52	role5	
S	0	33	Cancelar Solicitud	2016-02-01 14:21:19	2016-02-01 14:21:19	2016-02-01 15:10:50	role1	
S	0	33	Notificacion estudiante cancelacion soli	2016-02-01 15:10:50	2016-02-01 15:10:50	2016-02-01 15:10:51	role1	
S	0	34	Cancelar Solicitud	2016-02-01 14:20:58	2016-02-01 14:20:58	2016-02-01 15:16:10	role1	
S	0	34	Notificacion estudiante cancelacion soli	2016-02-01 15:16:10	2016-02-01 15:16:10	2016-02-01 15:16:11	role1	
S	0	32	Cancelar Solicitud	2016-02-01 14:25:44	2016-02-01 14:25:44	2016-02-01 15:23:10	role1	
S	0	32	Notificacion estudiante cancelacion soli	2016-02-01 15:23:10	2016-02-01 15:23:10	2016-02-01 15:23:11	role1	
S	0	37	Traer informacion estudiante - banner	2016-02-01 15:27:31	2016-02-01 15:27:31	2016-02-01 15:27:32	role0	
S	0	36	Validar solicitud	2016-02-01 14:55:03	2016-02-01 14:55:03	2016-02-01 15:29:48	role2	
S	0	37	Radicar Solicitud Homologacion	2016-02-01 15:27:32	2016-02-01 15:27:32	2016-02-01 15:30:33	role0	
S	0	29	Homologacion por grupo de cursos	2016-02-01 13:49:31	2016-02-01 13:49:31	2016-02-01 15:52:50	role3	
S	0	31	Evaluacion curso	2016-02-01 14:36:01	2016-02-01 14:36:01	2016-02-01 15:53:43	role5	
S	0	35	Cancelar Solicitud	2016-02-01 14:58:04	2016-02-01 14:58:04	2016-02-01 15:54:29	role1	
S	0	35	Notificacion estudiante cancelacion soli	2016-02-01 15:54:29	2016-02-01 15:54:29	2016-02-01 15:54:30	role1	
S	0	38	Traer informacion estudiante - banner	2016-02-01 16:07:24	2016-02-01 16:07:24	2016-02-01 16:07:25	role0	
S	0	39	Traer informacion estudiante - banner	2016-02-01 16:10:48	2016-02-01 16:10:48	2016-02-01 16:10:49	role0	
S	0	39	Radicar Solicitud Homologacion	2016-02-01 16:10:49	2016-02-01 16:10:49	2016-02-01 16:15:28	role0	
S	0	38	Radicar Solicitud Homologacion	2016-02-01 16:07:25	2016-02-01 16:07:25	2016-02-01 16:23:11	role0	
S	0	41	Traer informacion estudiante - banner	2016-02-01 16:25:28	2016-02-01 16:25:28	2016-02-01 16:25:30	role0	
S	0	41	Radicar Solicitud Homologacion	2016-02-01 16:25:30	2016-02-01 16:25:30	2016-02-01 16:25:50	role0	
S	0	37	Cancelar Solicitud	2016-02-01 15:30:33	2016-02-01 15:30:33	2016-02-01 16:26:26	role1	
S	0	37	Notificacion estudiante cancelacion soli	2016-02-01 16:26:26	2016-02-01 16:26:26	2016-02-01 16:26:27	role1	
S	0	42	Traer informacion estudiante - banner	2016-02-01 16:34:05	2016-02-01 16:34:05	2016-02-01 16:34:06	role0	
S	0	31	Homologacion por grupo de cursos	2016-02-01 14:36:01	2016-02-01 14:36:01	2016-02-01 16:39:25	role3	
S	0	43	Traer informacion estudiante - banner	2016-02-01 16:40:49	2016-02-01 16:40:49	2016-02-01 16:40:50	role0	
S	0	42	Radicar Solicitud Homologacion	2016-02-01 16:34:06	2016-02-01 16:34:06	2016-02-01 16:43:07	role0	
S	0	43	Radicar Solicitud Homologacion	2016-02-01 16:40:50	2016-02-01 16:40:50	2016-02-01 16:43:19	role0	
S	0	44	Traer informacion estudiante - banner	2016-02-01 16:43:28	2016-02-01 16:43:28	2016-02-01 16:43:29	role0	
S	0	45	Traer informacion estudiante - banner	2016-02-01 16:46:54	2016-02-01 16:46:54	2016-02-01 16:46:55	role0	
S	0	38	Validar solicitud	2016-02-01 16:23:11	2016-02-01 16:23:11	2016-02-01 16:49:04	role2	
S	0	44	Radicar Solicitud Homologacion	2016-02-01 16:43:29	2016-02-01 16:43:29	2016-02-01 16:50:32	role0	
S	0	36	Evaluacion curso	2016-02-01 15:29:48	2016-02-01 15:29:48	2016-02-01 16:53:39	role5	
S	0	45	Radicar Solicitud Homologacion	2016-02-01 16:46:55	2016-02-01 16:46:55	2016-02-01 16:55:29	role0	
S	0	46	Traer informacion estudiante - banner	2016-02-01 16:58:23	2016-02-01 16:58:23	2016-02-01 16:58:24	role0	
S	0	47	Traer informacion estudiante - banner	2016-02-01 17:01:27	2016-02-01 17:01:27	2016-02-01 17:01:29	role0	
S	0	47	Radicar Solicitud Homologacion	2016-02-01 17:01:29	2016-02-01 17:01:29	2016-02-01 17:04:38	role0	
S	0	46	Radicar Solicitud Homologacion	2016-02-01 16:58:24	2016-02-01 16:58:24	2016-02-01 17:06:11	role0	
S	0	39	Cancelar Solicitud	2016-02-01 16:15:28	2016-02-01 16:15:28	2016-02-01 17:10:46	role1	
S	0	39	Notificacion estudiante cancelacion soli	2016-02-01 17:10:46	2016-02-01 17:10:46	2016-02-01 17:10:47	role1	
S	0	41	Cancelar Solicitud	2016-02-01 16:25:50	2016-02-01 16:25:50	2016-02-01 17:20:19	role1	
S	0	41	Notificacion estudiante cancelacion soli	2016-02-01 17:20:19	2016-02-01 17:20:19	2016-02-01 17:20:20	role1	
S	0	36	Homologacion por grupo de cursos	2016-02-01 15:29:48	2016-02-01 15:29:48	2016-02-01 17:21:19	role3	
S	0	45	Validar solicitud	2016-02-01 16:55:29	2016-02-01 16:55:29	2016-02-01 17:24:06	role2	
S	0	46	Validar solicitud	2016-02-01 17:06:11	2016-02-01 17:06:11	2016-02-01 17:37:00	role2	
S	0	47	Validar solicitud	2016-02-01 17:04:38	2016-02-01 17:04:38	2016-02-01 17:37:24	role2	
S	0	43	Cancelar Solicitud	2016-02-01 16:43:19	2016-02-01 16:43:19	2016-02-01 17:38:27	role1	
S	0	43	Notificacion estudiante cancelacion soli	2016-02-01 17:38:27	2016-02-01 17:38:27	2016-02-01 17:38:29	role1	
S	0	42	Cancelar Solicitud	2016-02-01 16:43:07	2016-02-01 16:43:07	2016-02-01 17:42:46	role1	
S	0	42	Notificacion estudiante cancelacion soli	2016-02-01 17:42:46	2016-02-01 17:42:46	2016-02-01 17:42:47	role1	
S	0	44	Cancelar Solicitud	2016-02-01 16:50:32	2016-02-01 16:50:32	2016-02-01 17:49:22	role1	
S	0	44	Notificacion estudiante cancelacion soli	2016-02-01 17:49:22	2016-02-01 17:49:22	2016-02-01 17:49:24	role1	
S	0	48	Traer informacion estudiante - banner	2016-02-01 17:52:49	2016-02-01 17:52:49	2016-02-01 17:52:50	role0	
S	0	49	Traer informacion estudiante - banner	2016-02-01 18:01:13	2016-02-01 18:01:13	2016-02-01 18:01:14	role0	
S	0	48	Radicar Solicitud Homologacion	2016-02-01 17:52:50	2016-02-01 17:52:50	2016-02-01 18:03:59	role0	
S	0	49	Radicar Solicitud Homologacion	2016-02-01 18:01:14	2016-02-01 18:01:14	2016-02-01 18:09:27	role0	
S	0	50	Traer informacion estudiante - banner	2016-02-01 18:12:37	2016-02-01 18:12:37	2016-02-01 18:12:38	role0	
S	0	50	Radicar Solicitud Homologacion	2016-02-01 18:12:38	2016-02-01 18:12:38	2016-02-01 18:13:16	role0	
S	0	52	Traer informacion estudiante - banner	2016-02-01 18:20:14	2016-02-01 18:20:14	2016-02-01 18:20:16	role0	
S	0	52	Radicar Solicitud Homologacion	2016-02-01 18:20:16	2016-02-01 18:20:16	2016-02-01 18:24:56	role0	
S	0	45	Evaluacion curso	2016-02-01 17:24:06	2016-02-01 17:24:06	2016-02-01 18:35:56	role5	
S	0	53	Traer informacion estudiante - banner	2016-02-01 18:49:57	2016-02-01 18:49:57	2016-02-01 18:49:58	role0	
S	0	54	Traer informacion estudiante - banner	2016-02-01 18:50:04	2016-02-01 18:50:04	2016-02-01 18:50:05	role0	
S	0	47	Evaluacion curso	2016-02-01 17:37:24	2016-02-01 17:37:24	2016-02-01 18:51:09	role5	
S	0	38	Homologacion por grupo de cursos	2016-02-01 16:49:04	2016-02-01 16:49:04	2016-02-01 18:52:28	role3	
S	0	54	Radicar Solicitud Homologacion	2016-02-01 18:50:05	2016-02-01 18:50:05	2016-02-01 18:54:59	role0	
S	0	52	Validar solicitud	2016-02-01 18:24:56	2016-02-01 18:24:56	2016-02-01 18:56:51	role2	
S	0	50	Cancelar Solicitud	2016-02-01 18:13:16	2016-02-01 18:13:16	2016-02-01 18:57:52	role1	
S	0	50	Notificacion estudiante cancelacion soli	2016-02-01 18:57:52	2016-02-01 18:57:52	2016-02-01 18:57:54	role1	
S	0	48	Cancelar Solicitud	2016-02-01 18:03:59	2016-02-01 18:03:59	2016-02-01 19:00:17	role1	
S	0	48	Notificacion estudiante cancelacion soli	2016-02-01 19:00:17	2016-02-01 19:00:17	2016-02-01 19:00:18	role1	
S	0	49	Cancelar Solicitud	2016-02-01 18:09:27	2016-02-01 18:09:27	2016-02-01 19:00:55	role1	
S	0	49	Notificacion estudiante cancelacion soli	2016-02-01 19:00:55	2016-02-01 19:00:55	2016-02-01 19:00:56	role1	
S	0	53	Radicar Solicitud Homologacion	2016-02-01 18:49:58	2016-02-01 18:49:58	2016-02-01 19:01:12	role0	
S	0	45	Homologacion por grupo de cursos	2016-02-01 17:24:06	2016-02-01 17:24:06	2016-02-01 19:25:34	role3	
S	0	47	Homologacion por grupo de cursos	2016-02-01 17:37:24	2016-02-01 17:37:24	2016-02-01 19:29:22	role3	
S	0	46	Homologacion por grupo de cursos	2016-02-01 17:37:00	2016-02-01 17:37:00	2016-02-01 19:35:29	role3	
S	0	53	Cancelar Solicitud	2016-02-01 19:01:12	2016-02-01 19:01:12	2016-02-01 19:53:09	role1	
S	0	53	Notificacion estudiante cancelacion soli	2016-02-01 19:53:09	2016-02-01 19:53:09	2016-02-01 19:53:10	role1	
S	0	54	Cancelar Solicitud	2016-02-01 18:54:59	2016-02-01 18:54:59	2016-02-01 19:54:43	role1	
S	0	54	Notificacion estudiante cancelacion soli	2016-02-01 19:54:43	2016-02-01 19:54:43	2016-02-01 19:54:44	role1	
S	0	56	Traer informacion estudiante - banner	2016-02-01 19:56:43	2016-02-01 19:56:43	2016-02-01 19:56:44	role0	
S	0	57	Traer informacion estudiante - banner	2016-02-01 19:56:56	2016-02-01 19:56:56	2016-02-01 19:56:57	role0	
S	0	56	Radicar Solicitud Homologacion	2016-02-01 19:56:44	2016-02-01 19:56:44	2016-02-01 19:56:57	role0	
S	0	52	Homologacion por grupo de cursos	2016-02-01 18:56:51	2016-02-01 18:56:51	2016-02-01 20:53:02	role3	
S	0	15	Noise_00	2016-02-01 10:17:01	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	23	Noise_00	2016-02-01 11:39:17	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	24	Noise_00	2016-02-01 12:17:47	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	26	Noise_00	2016-02-01 12:33:00	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	30	Noise_00	2016-02-01 13:59:17	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	40	Noise_00	2016-02-01 16:14:08	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	51	Noise_00	2016-02-01 18:17:44	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	55	Noise_00	2016-02-01 19:01:56	2016-02-02 06:00:00	2016-02-02 06:00:01	noise0	
S	0	30	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:00:44	noise0	
S	0	40	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:02:45	noise0	
S	0	24	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:04:26	noise0	
S	0	55	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:05:44	noise0	
S	0	26	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:06:57	noise0	
S	0	23	Noise_01	2016-02-02 06:00:01	2016-02-02 06:00:01	2016-02-02 06:07:07	noise0	
