Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S	0	13	Radicar Solicitud Homologacion	2016-02-01 05:07:03	2016-02-01 05:27:45	2016-02-01 05:29:14	resource0_2	
S	0	14	Radicar Solicitud Homologacion	2016-02-01 05:07:05	2016-02-01 05:29:14	2016-02-01 05:36:37	resource0_2	
S	0	15	Traer informacion estudiante - banner	2016-02-01 05:19:41	2016-02-01 05:36:37	2016-02-01 05:36:38	resource0_2	
S	0	16	Traer informacion estudiante - banner	2016-02-01 05:33:26	2016-02-01 05:36:38	2016-02-01 05:36:39	resource0_2	
S	0	15	Radicar Solicitud Homologacion	2016-02-01 05:36:38	2016-02-01 05:36:39	2016-02-01 05:44:34	resource0_2	
S	0	16	Radicar Solicitud Homologacion	2016-02-01 05:36:39	2016-02-01 05:44:34	2016-02-01 05:50:09	resource0_2	
S	0	3	Cancelar Solicitud	2016-02-01 04:27:10	2016-02-01 05:07:33	2016-02-01 06:03:35	resource1_2	
S	0	17	Traer informacion estudiante - banner	2016-02-01 06:04:31	2016-02-01 06:04:31	2016-02-01 06:04:32	resource0_2	
S	0	17	Radicar Solicitud Homologacion	2016-02-01 06:04:32	2016-02-01 06:04:32	2016-02-01 06:06:04	resource0_2	
S	0	18	Traer informacion estudiante - banner	2016-02-01 06:08:27	2016-02-01 06:08:27	2016-02-01 06:08:28	resource0_2	
S	0	18	Radicar Solicitud Homologacion	2016-02-01 06:08:28	2016-02-01 06:08:28	2016-02-01 06:15:37	resource0_2	
S	0	19	Traer informacion estudiante - banner	2016-02-01 06:18:09	2016-02-01 06:18:09	2016-02-01 06:18:10	resource0_2	
S	0	19	Radicar Solicitud Homologacion	2016-02-01 06:18:10	2016-02-01 06:18:10	2016-02-01 06:22:11	resource0_2	
S	0	20	Traer informacion estudiante - banner	2016-02-01 06:19:16	2016-02-01 06:22:11	2016-02-01 06:22:12	resource0_2	
S	0	20	Radicar Solicitud Homologacion	2016-02-01 06:22:12	2016-02-01 06:22:12	2016-02-01 06:37:17	resource0_2	
S	0	21	Traer informacion estudiante - banner	2016-02-01 06:55:30	2016-02-01 06:55:30	2016-02-01 06:55:31	resource0_2	
S	0	8	Cancelar Solicitud	2016-02-01 05:05:21	2016-02-01 06:03:35	2016-02-01 06:57:30	resource1_2	
S	0	1	Notificacion estudiante cancelacion soli	2016-02-01 05:07:33	2016-02-01 06:57:30	2016-02-01 06:57:31	resource1_2	
S	0	4	Cancelar Solicitud	2016-02-01 04:35:04	2016-02-01 06:00:00	2016-02-01 06:59:49	resource01_1	
S	0	21	Radicar Solicitud Homologacion	2016-02-01 06:55:31	2016-02-01 06:55:31	2016-02-01 07:00:56	resource0_2	
S	0	22	Traer informacion estudiante - banner	2016-02-01 06:56:22	2016-02-01 07:00:56	2016-02-01 07:00:57	resource0_2	
S	0	22	Radicar Solicitud Homologacion	2016-02-01 07:00:57	2016-02-01 07:00:57	2016-02-01 07:10:55	resource0_2	
S	0	23	Traer informacion estudiante - banner	2016-02-01 07:08:53	2016-02-01 07:10:55	2016-02-01 07:10:56	resource0_2	
S	0	23	Radicar Solicitud Homologacion	2016-02-01 07:10:56	2016-02-01 07:10:56	2016-02-01 07:14:53	resource0_2	
S	0	24	Traer informacion estudiante - banner	2016-02-01 07:11:33	2016-02-01 07:14:53	2016-02-01 07:14:55	resource0_2	
S	0	24	Radicar Solicitud Homologacion	2016-02-01 07:14:55	2016-02-01 07:14:55	2016-02-01 07:18:19	resource0_2	
S	0	25	Traer informacion estudiante - banner	2016-02-01 07:28:55	2016-02-01 07:28:55	2016-02-01 07:28:57	resource0_2	
S	0	25	Radicar Solicitud Homologacion	2016-02-01 07:28:57	2016-02-01 07:28:57	2016-02-01 07:33:25	resource0_2	
S	0	26	Traer informacion estudiante - banner	2016-02-01 07:32:59	2016-02-01 07:33:25	2016-02-01 07:33:26	resource0_2	
S	0	26	Radicar Solicitud Homologacion	2016-02-01 07:33:26	2016-02-01 07:33:26	2016-02-01 07:43:42	resource0_2	
S	0	10	Cancelar Solicitud	2016-02-01 05:10:12	2016-02-01 06:57:31	2016-02-01 07:48:32	resource1_2	
S	0	13	Cancelar Solicitud	2016-02-01 05:29:14	2016-02-01 06:59:49	2016-02-01 07:53:34	resource01_1	
S	0	3	Notificacion estudiante cancelacion soli	2016-02-01 06:03:35	2016-02-01 07:53:34	2016-02-01 07:53:35	resource01_1	
S	0	27	Traer informacion estudiante - banner	2016-02-01 07:57:11	2016-02-01 07:57:11	2016-02-01 07:57:12	resource0_2	
S	0	0	Homologacion por grupo de cursos	2016-02-01 02:28:28	2016-02-01 06:00:00	2016-02-01 07:58:22	resource23_1	
S	0	27	Radicar Solicitud Homologacion	2016-02-01 07:57:12	2016-02-01 07:57:12	2016-02-01 08:03:40	resource0_2	
S	0	28	Traer informacion estudiante - banner	2016-02-01 08:01:28	2016-02-01 08:03:40	2016-02-01 08:03:41	resource0_2	
S	0	28	Radicar Solicitud Homologacion	2016-02-01 08:03:41	2016-02-01 08:03:41	2016-02-01 08:07:38	resource0_2	
S	0	2	Validar solicitud	2016-02-01 04:24:13	2016-02-01 07:58:22	2016-02-01 08:23:17	resource23_1	
S	0	2	Revisar curso	2016-02-01 08:23:17	2016-02-01 08:23:17	2016-02-01 08:40:39	resource34_2	
S	0	29	Traer informacion estudiante - banner	2016-02-01 08:43:39	2016-02-01 08:43:39	2016-02-01 08:43:40	resource0_2	
S	0	16	Cancelar Solicitud	2016-02-01 05:50:09	2016-02-01 07:48:32	2016-02-01 08:44:09	resource1_2	
S	0	5	Validar solicitud	2016-02-01 04:40:17	2016-02-01 08:23:17	2016-02-01 08:50:52	resource23_1	
S	0	17	Cancelar Solicitud	2016-02-01 06:06:04	2016-02-01 07:53:35	2016-02-01 08:51:43	resource01_1	
S	0	29	Radicar Solicitud Homologacion	2016-02-01 08:43:40	2016-02-01 08:43:40	2016-02-01 08:55:54	resource0_2	
S	0	30	Traer informacion estudiante - banner	2016-02-01 08:56:22	2016-02-01 08:56:22	2016-02-01 08:56:23	resource0_2	
S	0	30	Radicar Solicitud Homologacion	2016-02-01 08:56:23	2016-02-01 08:56:23	2016-02-01 09:03:34	resource0_2	
S	0	31	Traer informacion estudiante - banner	2016-02-01 09:01:51	2016-02-01 09:03:34	2016-02-01 09:03:35	resource0_2	
S	0	31	Radicar Solicitud Homologacion	2016-02-01 09:03:35	2016-02-01 09:03:35	2016-02-01 09:13:03	resource0_2	
S	0	32	Traer informacion estudiante - banner	2016-02-01 09:04:50	2016-02-01 09:13:03	2016-02-01 09:13:04	resource0_2	
S	0	33	Traer informacion estudiante - banner	2016-02-01 09:09:38	2016-02-01 09:13:04	2016-02-01 09:13:06	resource0_2	
S	0	32	Radicar Solicitud Homologacion	2016-02-01 09:13:04	2016-02-01 09:13:06	2016-02-01 09:14:10	resource0_2	
S	0	33	Radicar Solicitud Homologacion	2016-02-01 09:13:06	2016-02-01 09:14:10	2016-02-01 09:14:22	resource0_2	
S	0	34	Traer informacion estudiante - banner	2016-02-01 09:15:30	2016-02-01 09:15:30	2016-02-01 09:15:31	resource0_2	
S	0	6	Validar solicitud	2016-02-01 04:51:57	2016-02-01 08:50:52	2016-02-01 09:17:33	resource23_1	
S	0	34	Radicar Solicitud Homologacion	2016-02-01 09:15:31	2016-02-01 09:15:31	2016-02-01 09:21:42	resource0_2	
S	0	35	Traer informacion estudiante - banner	2016-02-01 09:30:16	2016-02-01 09:30:16	2016-02-01 09:30:17	resource0_2	
S	0	18	Cancelar Solicitud	2016-02-01 06:15:37	2016-02-01 08:44:09	2016-02-01 09:37:15	resource1_2	
S	0	7	Validar solicitud	2016-02-01 05:01:03	2016-02-01 09:17:33	2016-02-01 09:44:22	resource23_1	
S	0	2	Evaluacion curso	2016-02-01 08:23:17	2016-02-01 08:23:17	2016-02-01 09:46:01	resource5_1	
S	0	35	Radicar Solicitud Homologacion	2016-02-01 09:30:17	2016-02-01 09:30:17	2016-02-01 09:46:17	resource0_2	
S	0	36	Traer informacion estudiante - banner	2016-02-01 09:43:50	2016-02-01 09:46:17	2016-02-01 09:46:18	resource0_2	
S	0	19	Cancelar Solicitud	2016-02-01 06:22:11	2016-02-01 08:51:43	2016-02-01 09:49:07	resource01_1	
S	0	8	Notificacion estudiante cancelacion soli	2016-02-01 06:57:30	2016-02-01 09:49:07	2016-02-01 09:49:08	resource01_1	
S	0	4	Notificacion estudiante cancelacion soli	2016-02-01 06:59:49	2016-02-01 09:49:08	2016-02-01 09:49:09	resource01_1	
S	0	36	Radicar Solicitud Homologacion	2016-02-01 09:46:18	2016-02-01 09:46:18	2016-02-01 09:55:39	resource0_2	
S	0	37	Traer informacion estudiante - banner	2016-02-01 09:47:23	2016-02-01 09:55:39	2016-02-01 09:55:40	resource0_2	
S	0	38	Traer informacion estudiante - banner	2016-02-01 09:47:25	2016-02-01 09:55:40	2016-02-01 09:55:41	resource0_2	
S	0	37	Radicar Solicitud Homologacion	2016-02-01 09:55:40	2016-02-01 09:55:41	2016-02-01 10:00:31	resource0_2	
S	0	38	Radicar Solicitud Homologacion	2016-02-01 09:55:41	2016-02-01 10:00:31	2016-02-01 10:04:53	resource0_2	
S	0	39	Traer informacion estudiante - banner	2016-02-01 10:07:03	2016-02-01 10:07:03	2016-02-01 10:07:04	resource0_2	
S	0	39	Radicar Solicitud Homologacion	2016-02-01 10:07:04	2016-02-01 10:07:04	2016-02-01 10:08:23	resource0_2	
S	0	40	Traer informacion estudiante - banner	2016-02-01 10:15:43	2016-02-01 10:15:43	2016-02-01 10:15:44	resource0_2	
S	0	20	Cancelar Solicitud	2016-02-01 06:37:17	2016-02-01 09:37:15	2016-02-01 10:27:24	resource1_2	
S	0	40	Radicar Solicitud Homologacion	2016-02-01 10:15:44	2016-02-01 10:15:44	2016-02-01 10:27:38	resource0_2	
S	0	41	Traer informacion estudiante - banner	2016-02-01 10:18:11	2016-02-01 10:27:38	2016-02-01 10:27:39	resource0_2	
S	0	42	Traer informacion estudiante - banner	2016-02-01 10:18:53	2016-02-01 10:27:39	2016-02-01 10:27:41	resource0_2	
S	0	41	Radicar Solicitud Homologacion	2016-02-01 10:27:39	2016-02-01 10:27:41	2016-02-01 10:33:56	resource0_2	
S	0	42	Radicar Solicitud Homologacion	2016-02-01 10:27:41	2016-02-01 10:33:56	2016-02-01 10:35:13	resource0_2	
S	0	43	Traer informacion estudiante - banner	2016-02-01 10:42:24	2016-02-01 10:42:24	2016-02-01 10:42:25	resource0_2	
S	0	43	Radicar Solicitud Homologacion	2016-02-01 10:42:25	2016-02-01 10:42:25	2016-02-01 10:47:43	resource0_2	
S	0	44	Traer informacion estudiante - banner	2016-02-01 10:45:49	2016-02-01 10:47:43	2016-02-01 10:47:44	resource0_2	
S	0	44	Radicar Solicitud Homologacion	2016-02-01 10:47:44	2016-02-01 10:47:44	2016-02-01 10:49:20	resource0_2	
S	0	5	Evaluacion curso	2016-02-01 08:50:52	2016-02-01 09:46:01	2016-02-01 10:59:39	resource5_1	
S	0	21	Cancelar Solicitud	2016-02-01 07:00:56	2016-02-01 09:49:09	2016-02-01 11:11:22	resource01_1	resource1_2	
S	0	45	Traer informacion estudiante - banner	2016-02-01 11:12:41	2016-02-01 11:12:41	2016-02-01 11:12:42	resource0_2	
S	0	45	Radicar Solicitud Homologacion	2016-02-01 11:12:42	2016-02-01 11:12:42	2016-02-01 11:19:20	resource0_2	
S	0	46	Traer informacion estudiante - banner	2016-02-01 11:17:25	2016-02-01 11:19:20	2016-02-01 11:19:21	resource0_2	
S	0	46	Radicar Solicitud Homologacion	2016-02-01 11:19:21	2016-02-01 11:19:21	2016-02-01 11:25:37	resource0_2	
S	0	47	Traer informacion estudiante - banner	2016-02-01 11:27:49	2016-02-01 11:27:49	2016-02-01 11:27:50	resource0_2	
S	0	47	Radicar Solicitud Homologacion	2016-02-01 11:27:50	2016-02-01 11:27:50	2016-02-01 11:30:53	resource0_2	
S	0	48	Traer informacion estudiante - banner	2016-02-01 11:30:13	2016-02-01 11:30:53	2016-02-01 11:30:54	resource0_2	
S	0	48	Radicar Solicitud Homologacion	2016-02-01 11:30:54	2016-02-01 11:30:54	2016-02-01 11:34:12	resource0_2	
S	0	49	Traer informacion estudiante - banner	2016-02-01 11:31:00	2016-02-01 11:34:12	2016-02-01 11:34:13	resource0_2	
S	0	49	Radicar Solicitud Homologacion	2016-02-01 11:34:13	2016-02-01 11:34:13	2016-02-01 11:41:11	resource0_2	
S	0	50	Traer informacion estudiante - banner	2016-02-01 11:40:11	2016-02-01 11:41:11	2016-02-01 11:41:12	resource0_2	
S	0	50	Radicar Solicitud Homologacion	2016-02-01 11:41:12	2016-02-01 11:41:12	2016-02-01 11:48:34	resource0_2	
S	0	51	Traer informacion estudiante - banner	2016-02-01 11:52:47	2016-02-01 11:52:47	2016-02-01 11:52:49	resource0_2	
S	0	51	Radicar Solicitud Homologacion	2016-02-01 11:52:49	2016-02-01 11:52:49	2016-02-01 11:54:02	resource0_2	
S	0	24	Cancelar Solicitud	2016-02-01 07:18:19	2016-02-01 11:11:22	2016-02-01 12:03:34	resource1_1	resource1_2	
S	0	52	Traer informacion estudiante - banner	2016-02-01 12:09:03	2016-02-01 12:09:03	2016-02-01 12:09:04	resource0_1	
S	0	9	Validar solicitud	2016-02-01 05:06:59	2016-02-01 09:44:22	2016-02-01 12:09:48	resource2_1	resource23_1	
S	0	52	Radicar Solicitud Homologacion	2016-02-01 12:09:04	2016-02-01 12:09:04	2016-02-01 12:11:01	resource0_1	
S	0	53	Traer informacion estudiante - banner	2016-02-01 12:11:18	2016-02-01 12:11:18	2016-02-01 12:11:20	resource0_1	
S	0	53	Radicar Solicitud Homologacion	2016-02-01 12:11:20	2016-02-01 12:11:20	2016-02-01 12:24:02	resource0_1	
S	0	54	Traer informacion estudiante - banner	2016-02-01 12:12:32	2016-02-01 12:24:02	2016-02-01 12:24:03	resource0_1	
S	0	54	Radicar Solicitud Homologacion	2016-02-01 12:24:03	2016-02-01 12:24:03	2016-02-01 12:32:35	resource0_1	
S	0	55	Traer informacion estudiante - banner	2016-02-01 12:33:06	2016-02-01 12:33:06	2016-02-01 12:33:07	resource0_1	
S	0	9	Revisar curso	2016-02-01 12:09:48	2016-02-01 12:09:48	2016-02-01 12:33:59	resource4_1	
S	0	55	Radicar Solicitud Homologacion	2016-02-01 12:33:07	2016-02-01 12:33:07	2016-02-01 12:38:58	resource0_1	
S	0	56	Traer informacion estudiante - banner	2016-02-01 12:35:42	2016-02-01 12:38:58	2016-02-01 12:38:59	resource0_1	
S	0	11	Validar solicitud	2016-02-01 05:12:15	2016-02-01 12:09:48	2016-02-01 12:40:35	resource2_1	
S	0	2	Homologacion por grupo de cursos	2016-02-01 08:23:17	2016-02-01 08:40:39	2016-02-01 12:41:59	resource3_1	resource34_2	
S	0	56	Radicar Solicitud Homologacion	2016-02-01 12:38:59	2016-02-01 12:38:59	2016-02-01 12:43:26	resource0_1	
S	0	25	Cancelar Solicitud	2016-02-01 07:33:25	2016-02-01 12:03:34	2016-02-01 12:54:11	resource1_1	
S	0	12	Validar solicitud	2016-02-01 05:27:45	2016-02-01 12:40:35	2016-02-01 13:03:41	resource2_1	
S	0	11	Revisar curso	2016-02-01 12:40:35	2016-02-01 12:40:35	2016-02-01 13:08:53	resource4_1	
S	0	57	Traer informacion estudiante - banner	2016-02-01 13:09:59	2016-02-01 13:09:59	2016-02-01 13:10:01	resource0_1	
S	0	57	Radicar Solicitud Homologacion	2016-02-01 13:10:01	2016-02-01 13:10:01	2016-02-01 13:14:21	resource0_1	
S	0	58	Traer informacion estudiante - banner	2016-02-01 13:10:25	2016-02-01 13:14:21	2016-02-01 13:14:22	resource0_1	
S	0	58	Radicar Solicitud Homologacion	2016-02-01 13:14:22	2016-02-01 13:14:22	2016-02-01 13:21:54	resource0_1	
S	0	59	Traer informacion estudiante - banner	2016-02-01 13:18:28	2016-02-01 13:21:54	2016-02-01 13:21:55	resource0_1	
S	0	59	Radicar Solicitud Homologacion	2016-02-01 13:21:55	2016-02-01 13:21:55	2016-02-01 13:30:43	resource0_1	
S	0	14	Validar solicitud	2016-02-01 05:36:37	2016-02-01 13:03:41	2016-02-01 13:31:36	resource2_1	
S	0	60	Traer informacion estudiante - banner	2016-02-01 13:33:12	2016-02-01 13:33:12	2016-02-01 13:33:14	resource0_1	
S	0	12	Revisar curso	2016-02-01 13:03:41	2016-02-01 13:08:53	2016-02-01 13:37:02	resource4_1	
S	0	26	Cancelar Solicitud	2016-02-01 07:43:42	2016-02-01 12:54:11	2016-02-01 13:43:42	resource1_1	
S	0	10	Notificacion estudiante cancelacion soli	2016-02-01 07:48:32	2016-02-01 13:43:42	2016-02-01 13:43:43	resource1_1	
S	0	13	Notificacion estudiante cancelacion soli	2016-02-01 07:53:34	2016-02-01 13:43:43	2016-02-01 13:43:44	resource1_1	
S	0	16	Notificacion estudiante cancelacion soli	2016-02-01 08:44:09	2016-02-01 13:43:44	2016-02-01 13:43:45	resource1_1	
S	0	17	Notificacion estudiante cancelacion soli	2016-02-01 08:51:43	2016-02-01 13:43:45	2016-02-01 13:43:47	resource1_1	
S	0	60	Radicar Solicitud Homologacion	2016-02-01 13:33:14	2016-02-01 13:33:14	2016-02-01 13:46:12	resource0_1	
S	0	15	Validar solicitud	2016-02-01 05:44:34	2016-02-01 13:31:36	2016-02-01 13:59:35	resource2_1	
S	0	11	Evaluacion curso	2016-02-01 12:40:35	2016-02-01 12:40:35	2016-02-01 13:59:37	resource5_1	
S	0	61	Traer informacion estudiante - banner	2016-02-01 14:07:14	2016-02-01 14:07:14	2016-02-01 14:07:15	resource0_1	
S	0	61	Radicar Solicitud Homologacion	2016-02-01 14:07:15	2016-02-01 14:07:15	2016-02-01 14:10:09	resource0_1	
S	0	62	Traer informacion estudiante - banner	2016-02-01 14:12:47	2016-02-01 14:12:47	2016-02-01 14:12:49	resource0_1	
S	0	62	Radicar Solicitud Homologacion	2016-02-01 14:12:49	2016-02-01 14:12:49	2016-02-01 14:13:45	resource0_1	
S	0	63	Traer informacion estudiante - banner	2016-02-01 14:18:14	2016-02-01 14:18:14	2016-02-01 14:18:15	resource0_1	
S	0	63	Radicar Solicitud Homologacion	2016-02-01 14:18:15	2016-02-01 14:18:15	2016-02-01 14:23:09	resource0_1	
S	0	22	Validar solicitud	2016-02-01 07:10:55	2016-02-01 13:59:35	2016-02-01 14:25:36	resource2_1	
S	0	15	Revisar curso	2016-02-01 13:59:35	2016-02-01 13:59:35	2016-02-01 14:26:20	resource4_1	
S	0	5	Homologacion por grupo de cursos	2016-02-01 08:50:52	2016-02-01 12:41:59	2016-02-01 14:38:19	resource3_1	
S	0	30	Cancelar Solicitud	2016-02-01 09:03:34	2016-02-01 13:43:47	2016-02-01 14:39:23	resource1_1	
S	0	64	Traer informacion estudiante - banner	2016-02-01 14:41:24	2016-02-01 14:41:24	2016-02-01 14:41:25	resource0_1	
S	0	22	Revisar curso	2016-02-01 14:25:36	2016-02-01 14:26:20	2016-02-01 14:48:01	resource4_1	
S	0	64	Radicar Solicitud Homologacion	2016-02-01 14:41:25	2016-02-01 14:41:25	2016-02-01 14:51:38	resource0_1	
S	0	65	Traer informacion estudiante - banner	2016-02-01 14:44:04	2016-02-01 14:51:38	2016-02-01 14:51:39	resource0_1	
S	0	23	Validar solicitud	2016-02-01 07:14:53	2016-02-01 14:25:36	2016-02-01 14:56:47	resource2_1	
S	0	65	Radicar Solicitud Homologacion	2016-02-01 14:51:39	2016-02-01 14:51:39	2016-02-01 14:57:08	resource0_1	
S	0	66	Traer informacion estudiante - banner	2016-02-01 14:55:36	2016-02-01 14:57:08	2016-02-01 14:57:10	resource0_1	
S	0	66	Radicar Solicitud Homologacion	2016-02-01 14:57:10	2016-02-01 14:57:10	2016-02-01 15:04:25	resource0_1	
S	0	67	Traer informacion estudiante - banner	2016-02-01 15:10:06	2016-02-01 15:10:06	2016-02-01 15:10:08	resource0_1	
S	0	67	Radicar Solicitud Homologacion	2016-02-01 15:10:08	2016-02-01 15:10:08	2016-02-01 15:11:55	resource0_1	
S	0	12	Evaluacion curso	2016-02-01 13:03:41	2016-02-01 13:59:37	2016-02-01 15:17:54	resource5_1	
S	0	68	Traer informacion estudiante - banner	2016-02-01 15:19:52	2016-02-01 15:19:52	2016-02-01 15:19:54	resource0_1	
S	0	27	Validar solicitud	2016-02-01 08:03:40	2016-02-01 14:56:47	2016-02-01 15:24:41	resource2_1	
S	0	68	Radicar Solicitud Homologacion	2016-02-01 15:19:54	2016-02-01 15:19:54	2016-02-01 15:28:49	resource0_1	
S	0	69	Traer informacion estudiante - banner	2016-02-01 15:23:44	2016-02-01 15:28:49	2016-02-01 15:28:50	resource0_1	
S	0	69	Radicar Solicitud Homologacion	2016-02-01 15:28:50	2016-02-01 15:28:50	2016-02-01 15:32:46	resource0_1	
S	0	31	Cancelar Solicitud	2016-02-01 09:13:03	2016-02-01 14:39:23	2016-02-01 15:35:25	resource1_1	
S	0	70	Traer informacion estudiante - banner	2016-02-01 15:44:42	2016-02-01 15:44:42	2016-02-01 15:44:43	resource0_1	
S	0	70	Radicar Solicitud Homologacion	2016-02-01 15:44:43	2016-02-01 15:44:43	2016-02-01 15:49:20	resource0_1	
S	0	28	Validar solicitud	2016-02-01 08:07:38	2016-02-01 15:24:41	2016-02-01 15:54:07	resource2_1	
S	0	27	Revisar curso	2016-02-01 15:24:41	2016-02-01 15:24:41	2016-02-01 15:56:29	resource4_1	
S	0	71	Traer informacion estudiante - banner	2016-02-01 15:57:05	2016-02-01 15:57:05	2016-02-01 15:57:06	resource0_1	
S	0	32	Cancelar Solicitud	2016-02-01 09:14:10	2016-02-01 15:00:00	2016-02-01 15:59:09	resource01_2	
S	0	71	Radicar Solicitud Homologacion	2016-02-01 15:57:06	2016-02-01 15:57:06	2016-02-01 16:04:46	resource0_1	
S	0	72	Traer informacion estudiante - banner	2016-02-01 16:13:30	2016-02-01 16:13:30	2016-02-01 16:13:31	resource0_1	
S	0	72	Radicar Solicitud Homologacion	2016-02-01 16:13:31	2016-02-01 16:13:31	2016-02-01 16:18:32	resource0_1	
S	0	28	Revisar curso	2016-02-01 15:54:07	2016-02-01 15:56:29	2016-02-01 16:21:50	resource4_1	
S	0	73	Traer informacion estudiante - banner	2016-02-01 16:23:03	2016-02-01 16:23:03	2016-02-01 16:23:04	resource0_1	
S	0	29	Validar solicitud	2016-02-01 08:55:54	2016-02-01 15:54:07	2016-02-01 16:28:11	resource2_1	
S	0	33	Cancelar Solicitud	2016-02-01 09:14:22	2016-02-01 15:35:25	2016-02-01 16:28:36	resource1_1	
S	0	18	Notificacion estudiante cancelacion soli	2016-02-01 09:37:15	2016-02-01 16:28:36	2016-02-01 16:28:37	resource1_1	
S	0	19	Notificacion estudiante cancelacion soli	2016-02-01 09:49:07	2016-02-01 16:28:37	2016-02-01 16:28:38	resource1_1	
S	0	73	Radicar Solicitud Homologacion	2016-02-01 16:23:04	2016-02-01 16:23:04	2016-02-01 16:31:39	resource0_1	
S	0	15	Evaluacion curso	2016-02-01 13:59:35	2016-02-01 15:17:54	2016-02-01 16:37:19	resource5_1	
S	0	6	Homologacion por grupo de cursos	2016-02-01 09:17:33	2016-02-01 14:38:19	2016-02-01 16:37:23	resource3_1	
S	0	74	Traer informacion estudiante - banner	2016-02-01 16:54:05	2016-02-01 16:54:05	2016-02-01 16:54:06	resource0_1	
S	0	74	Radicar Solicitud Homologacion	2016-02-01 16:54:06	2016-02-01 16:54:06	2016-02-01 16:55:24	resource0_1	
