Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S	0	17	Traer informacion estudiante - banner	2016-02-01 05:19:29	2016-02-01 05:31:45	2016-02-01 05:31:46	resource0_2	
S	0	16	Radicar Solicitud Homologacion	2016-02-01 05:31:45	2016-02-01 05:31:46	2016-02-01 05:42:35	resource0_2	
S	0	17	Radicar Solicitud Homologacion	2016-02-01 05:31:46	2016-02-01 05:42:35	2016-02-01 05:46:04	resource0_2	
S	0	18	Traer informacion estudiante - banner	2016-02-01 05:40:41	2016-02-01 05:46:04	2016-02-01 05:46:05	resource0_2	
S	0	18	Radicar Solicitud Homologacion	2016-02-01 05:46:05	2016-02-01 05:46:05	2016-02-01 05:51:48	resource0_2	
S	0	5	Cancelar Solicitud	2016-02-01 04:28:52	2016-02-01 05:10:16	2016-02-01 06:05:07	resource1_2	
S	0	19	Traer informacion estudiante - banner	2016-02-01 06:13:01	2016-02-01 06:13:01	2016-02-01 06:13:02	resource0_2	
S	0	19	Radicar Solicitud Homologacion	2016-02-01 06:13:02	2016-02-01 06:13:02	2016-02-01 06:17:21	resource0_2	
S	0	1	Validar solicitud	2016-02-01 04:05:27	2016-02-01 06:00:00	2016-02-01 06:30:10	resource23_1	
S	0	8	Cancelar Solicitud	2016-02-01 04:44:10	2016-02-01 06:00:00	2016-02-01 06:50:49	resource01_1	
S	0	4	Notificacion estudiante cancelacion soli	2016-02-01 05:10:16	2016-02-01 06:50:49	2016-02-01 06:50:50	resource01_1	
S	0	2	Validar solicitud	2016-02-01 04:06:03	2016-02-01 06:30:10	2016-02-01 06:55:27	resource23_1	
S	0	20	Traer informacion estudiante - banner	2016-02-01 06:55:56	2016-02-01 06:55:56	2016-02-01 06:55:57	resource0_2	
S	0	20	Radicar Solicitud Homologacion	2016-02-01 06:55:57	2016-02-01 06:55:57	2016-02-01 06:56:34	resource0_2	
S	0	1	Revisar curso	2016-02-01 06:30:10	2016-02-01 06:30:10	2016-02-01 06:56:51	resource34_2	
S	0	9	Cancelar Solicitud	2016-02-01 04:44:55	2016-02-01 06:05:07	2016-02-01 07:04:03	resource1_2	
S	0	5	Notificacion estudiante cancelacion soli	2016-02-01 06:05:07	2016-02-01 07:04:03	2016-02-01 07:04:04	resource1_2	
S	0	21	Traer informacion estudiante - banner	2016-02-01 07:09:47	2016-02-01 07:09:47	2016-02-01 07:09:48	resource0_2	
S	0	21	Radicar Solicitud Homologacion	2016-02-01 07:09:48	2016-02-01 07:09:48	2016-02-01 07:20:34	resource0_2	
S	0	22	Traer informacion estudiante - banner	2016-02-01 07:13:41	2016-02-01 07:20:34	2016-02-01 07:20:35	resource0_2	
S	0	3	Validar solicitud	2016-02-01 04:18:51	2016-02-01 06:55:27	2016-02-01 07:22:27	resource23_1	
S	0	22	Radicar Solicitud Homologacion	2016-02-01 07:20:35	2016-02-01 07:20:35	2016-02-01 07:29:16	resource0_2	
S	0	14	Cancelar Solicitud	2016-02-01 05:22:38	2016-02-01 06:50:50	2016-02-01 07:44:42	resource01_1	
S	0	8	Notificacion estudiante cancelacion soli	2016-02-01 06:50:49	2016-02-01 07:44:42	2016-02-01 07:44:44	resource01_1	
S	0	23	Traer informacion estudiante - banner	2016-02-01 07:45:52	2016-02-01 07:45:52	2016-02-01 07:45:53	resource0_2	
S	0	23	Radicar Solicitud Homologacion	2016-02-01 07:45:53	2016-02-01 07:45:53	2016-02-01 07:50:52	resource0_2	
S	0	6	Validar solicitud	2016-02-01 04:36:02	2016-02-01 07:22:27	2016-02-01 07:52:05	resource23_1	
S	0	19	Cancelar Solicitud	2016-02-01 06:17:21	2016-02-01 07:04:04	2016-02-01 07:59:58	resource1_2	
S	0	9	Notificacion estudiante cancelacion soli	2016-02-01 07:04:03	2016-02-01 07:59:58	2016-02-01 07:59:59	resource1_2	
S	0	14	Notificacion estudiante cancelacion soli	2016-02-01 07:44:42	2016-02-01 07:59:59	2016-02-01 08:00:00	resource1_2	
S	0	19	Notificacion estudiante cancelacion soli	2016-02-01 07:59:58	2016-02-01 08:00:00	2016-02-01 08:00:02	resource1_2	
S	0	24	Traer informacion estudiante - banner	2016-02-01 08:10:22	2016-02-01 08:10:22	2016-02-01 08:10:24	resource0_2	
S	0	2	Evaluacion curso	2016-02-01 06:55:27	2016-02-01 06:55:27	2016-02-01 08:11:21	resource5_1	
S	0	24	Radicar Solicitud Homologacion	2016-02-01 08:10:24	2016-02-01 08:10:24	2016-02-01 08:15:18	resource0_2	
S	0	7	Validar solicitud	2016-02-01 04:37:22	2016-02-01 07:52:05	2016-02-01 08:19:05	resource23_1	
S	0	25	Traer informacion estudiante - banner	2016-02-01 08:37:27	2016-02-01 08:37:27	2016-02-01 08:37:29	resource0_2	
S	0	20	Cancelar Solicitud	2016-02-01 06:56:34	2016-02-01 07:44:44	2016-02-01 08:39:24	resource01_1	
S	0	26	Traer informacion estudiante - banner	2016-02-01 08:39:11	2016-02-01 08:39:24	2016-02-01 08:39:25	resource01_1	
S	0	20	Notificacion estudiante cancelacion soli	2016-02-01 08:39:24	2016-02-01 08:39:24	2016-02-01 08:39:25	resource1_2	
S	0	25	Radicar Solicitud Homologacion	2016-02-01 08:37:29	2016-02-01 08:37:29	2016-02-01 08:41:33	resource0_2	
S	0	26	Radicar Solicitud Homologacion	2016-02-01 08:39:25	2016-02-01 08:39:25	2016-02-01 08:50:37	resource01_1	
S	0	10	Validar solicitud	2016-02-01 04:50:22	2016-02-01 08:19:05	2016-02-01 08:50:48	resource23_1	
S	0	1	Homologacion por grupo de cursos	2016-02-01 06:30:10	2016-02-01 06:56:51	2016-02-01 08:51:45	resource34_2	
S	0	2	Revisar curso	2016-02-01 06:55:27	2016-02-01 08:51:45	2016-02-01 09:13:05	resource34_2	
S	0	11	Validar solicitud	2016-02-01 04:51:25	2016-02-01 08:50:48	2016-02-01 09:15:06	resource23_1	
S	0	6	Evaluacion curso	2016-02-01 07:52:05	2016-02-01 08:11:21	2016-02-01 09:26:25	resource5_1	
S	0	27	Traer informacion estudiante - banner	2016-02-01 09:27:13	2016-02-01 09:27:13	2016-02-01 09:27:14	resource0_2	
S	0	27	Radicar Solicitud Homologacion	2016-02-01 09:27:14	2016-02-01 09:27:14	2016-02-01 09:28:41	resource0_2	
S	0	25	Cancelar Solicitud	2016-02-01 08:41:33	2016-02-01 08:41:33	2016-02-01 09:37:43	resource1_2	
S	0	12	Validar solicitud	2016-02-01 04:53:08	2016-02-01 09:15:06	2016-02-01 09:42:24	resource23_1	
S	0	28	Traer informacion estudiante - banner	2016-02-01 09:44:54	2016-02-01 09:44:54	2016-02-01 09:44:55	resource0_2	
S	0	26	Cancelar Solicitud	2016-02-01 08:50:37	2016-02-01 08:50:37	2016-02-01 09:46:23	resource01_1	
S	0	25	Notificacion estudiante cancelacion soli	2016-02-01 09:37:43	2016-02-01 09:46:23	2016-02-01 09:46:24	resource01_1	
S	0	26	Notificacion estudiante cancelacion soli	2016-02-01 09:46:23	2016-02-01 09:46:24	2016-02-01 09:46:25	resource01_1	
S	0	29	Traer informacion estudiante - banner	2016-02-01 09:46:42	2016-02-01 09:46:42	2016-02-01 09:46:43	resource01_1	
S	0	28	Radicar Solicitud Homologacion	2016-02-01 09:44:55	2016-02-01 09:44:55	2016-02-01 09:51:16	resource0_2	
S	0	29	Radicar Solicitud Homologacion	2016-02-01 09:46:43	2016-02-01 09:46:43	2016-02-01 09:55:22	resource01_1	
S	0	30	Traer informacion estudiante - banner	2016-02-01 10:20:16	2016-02-01 10:20:16	2016-02-01 10:20:17	resource0_2	
S	0	30	Radicar Solicitud Homologacion	2016-02-01 10:20:17	2016-02-01 10:20:17	2016-02-01 10:28:12	resource0_2	
S	0	31	Traer informacion estudiante - banner	2016-02-01 10:28:02	2016-02-01 10:28:12	2016-02-01 10:28:13	resource0_2	
S	0	31	Radicar Solicitud Homologacion	2016-02-01 10:28:13	2016-02-01 10:28:13	2016-02-01 10:34:58	resource0_2	
S	0	27	Cancelar Solicitud	2016-02-01 09:28:41	2016-02-01 09:37:43	2016-02-01 10:35:19	resource1_2	
S	0	7	Evaluacion curso	2016-02-01 08:19:05	2016-02-01 09:26:25	2016-02-01 10:38:06	resource5_1	
S	0	32	Traer informacion estudiante - banner	2016-02-01 11:03:57	2016-02-01 11:03:57	2016-02-01 11:03:58	resource0_2	
S	0	32	Radicar Solicitud Homologacion	2016-02-01 11:03:58	2016-02-01 11:03:58	2016-02-01 11:17:00	resource0_2	
S	0	33	Traer informacion estudiante - banner	2016-02-01 11:08:41	2016-02-01 11:17:00	2016-02-01 11:17:01	resource0_2	
S	0	33	Radicar Solicitud Homologacion	2016-02-01 11:17:01	2016-02-01 11:17:01	2016-02-01 11:19:02	resource0_2	
S	0	29	Cancelar Solicitud	2016-02-01 09:55:22	2016-02-01 09:55:22	2016-02-01 11:25:01	resource1_2	resource01_1	
S	0	27	Notificacion estudiante cancelacion soli	2016-02-01 10:35:19	2016-02-01 11:25:01	2016-02-01 11:25:03	resource1_2	
S	0	29	Notificacion estudiante cancelacion soli	2016-02-01 11:25:01	2016-02-01 11:25:03	2016-02-01 11:25:04	resource1_2	
S	0	34	Traer informacion estudiante - banner	2016-02-01 12:05:38	2016-02-01 12:05:38	2016-02-01 12:05:39	resource0_1	
S	0	13	Validar solicitud	2016-02-01 05:17:31	2016-02-01 09:42:24	2016-02-01 12:10:54	resource2_1	resource23_1	
S	0	34	Radicar Solicitud Homologacion	2016-02-01 12:05:39	2016-02-01 12:05:39	2016-02-01 12:14:19	resource0_1	
S	0	35	Traer informacion estudiante - banner	2016-02-01 12:12:28	2016-02-01 12:14:19	2016-02-01 12:14:20	resource0_1	
S	0	35	Radicar Solicitud Homologacion	2016-02-01 12:14:20	2016-02-01 12:14:20	2016-02-01 12:29:04	resource0_1	
S	0	3	Revisar curso	2016-02-01 07:22:27	2016-02-01 12:00:00	2016-02-01 12:29:49	resource4_1	
S	0	36	Traer informacion estudiante - banner	2016-02-01 12:36:10	2016-02-01 12:36:10	2016-02-01 12:36:11	resource0_1	
S	0	36	Radicar Solicitud Homologacion	2016-02-01 12:36:11	2016-02-01 12:36:11	2016-02-01 12:36:19	resource0_1	
S	0	15	Validar solicitud	2016-02-01 05:31:44	2016-02-01 12:10:54	2016-02-01 12:44:42	resource2_1	
S	0	11	Revisar curso	2016-02-01 09:15:06	2016-02-01 12:29:49	2016-02-01 12:58:01	resource4_1	
S	0	16	Validar solicitud	2016-02-01 05:42:35	2016-02-01 12:44:42	2016-02-01 13:12:59	resource2_1	
S	0	2	Homologacion por grupo de cursos	2016-02-01 06:55:27	2016-02-01 09:13:05	2016-02-01 13:23:06	resource3_1	resource34_2	
S	0	12	Revisar curso	2016-02-01 09:42:24	2016-02-01 12:58:01	2016-02-01 13:24:55	resource4_1	
S	0	13	Evaluacion curso	2016-02-01 12:10:54	2016-02-01 12:10:54	2016-02-01 13:31:48	resource5_1	
S	0	17	Validar solicitud	2016-02-01 05:46:04	2016-02-01 13:12:59	2016-02-01 13:40:57	resource2_1	
S	0	37	Traer informacion estudiante - banner	2016-02-01 13:44:43	2016-02-01 13:44:43	2016-02-01 13:44:45	resource0_1	
S	0	15	Revisar curso	2016-02-01 12:44:42	2016-02-01 13:24:55	2016-02-01 13:45:34	resource4_1	
S	0	37	Radicar Solicitud Homologacion	2016-02-01 13:44:45	2016-02-01 13:44:45	2016-02-01 13:49:39	resource0_1	
S	0	38	Traer informacion estudiante - banner	2016-02-01 13:50:11	2016-02-01 13:50:11	2016-02-01 13:50:12	resource0_1	
S	0	38	Radicar Solicitud Homologacion	2016-02-01 13:50:12	2016-02-01 13:50:12	2016-02-01 13:59:55	resource0_1	
S	0	18	Validar solicitud	2016-02-01 05:51:48	2016-02-01 13:40:57	2016-02-01 14:05:58	resource2_1	
S	0	16	Revisar curso	2016-02-01 13:12:59	2016-02-01 13:45:34	2016-02-01 14:11:40	resource4_1	
S	0	21	Validar solicitud	2016-02-01 07:20:34	2016-02-01 14:05:58	2016-02-01 14:30:42	resource2_1	
S	0	16	Evaluacion curso	2016-02-01 13:12:59	2016-02-01 13:31:48	2016-02-01 14:44:04	resource5_1	
S	0	17	Revisar curso	2016-02-01 13:40:57	2016-02-01 14:11:40	2016-02-01 14:45:38	resource4_1	
S	0	37	Cancelar Solicitud	2016-02-01 13:49:39	2016-02-01 13:49:39	2016-02-01 14:45:48	resource1_1	
S	0	39	Traer informacion estudiante - banner	2016-02-01 14:47:53	2016-02-01 14:47:53	2016-02-01 14:47:54	resource0_1	
S	0	39	Radicar Solicitud Homologacion	2016-02-01 14:47:54	2016-02-01 14:47:54	2016-02-01 14:52:58	resource0_1	
S	0	37	Notificacion estudiante cancelacion soli	2016-02-01 14:45:48	2016-02-01 15:00:00	2016-02-01 15:00:01	resource01_2	
S	0	22	Validar solicitud	2016-02-01 07:29:16	2016-02-01 14:30:42	2016-02-01 15:04:30	resource2_1	
S	0	21	Revisar curso	2016-02-01 14:30:42	2016-02-01 14:45:38	2016-02-01 15:15:11	resource4_1	
S	0	3	Homologacion por grupo de cursos	2016-02-01 07:22:27	2016-02-01 13:23:06	2016-02-01 15:23:40	resource3_1	
S	0	22	Revisar curso	2016-02-01 15:04:30	2016-02-01 15:15:11	2016-02-01 15:28:35	resource4_1	
S	0	23	Validar solicitud	2016-02-01 07:50:52	2016-02-01 15:04:30	2016-02-01 15:32:18	resource2_1	
S	0	40	Traer informacion estudiante - banner	2016-02-01 15:35:09	2016-02-01 15:35:09	2016-02-01 15:35:10	resource0_1	
S	0	40	Radicar Solicitud Homologacion	2016-02-01 15:35:10	2016-02-01 15:35:10	2016-02-01 15:40:05	resource0_1	
S	0	38	Cancelar Solicitud	2016-02-01 13:59:55	2016-02-01 14:45:48	2016-02-01 15:42:23	resource1_1	
S	0	41	Traer informacion estudiante - banner	2016-02-01 15:53:45	2016-02-01 15:53:45	2016-02-01 15:53:46	resource0_1	
S	0	24	Validar solicitud	2016-02-01 08:15:18	2016-02-01 15:32:18	2016-02-01 15:57:37	resource2_1	
S	0	41	Radicar Solicitud Homologacion	2016-02-01 15:53:46	2016-02-01 15:53:46	2016-02-01 15:58:50	resource0_1	
S	0	21	Evaluacion curso	2016-02-01 14:30:42	2016-02-01 14:44:04	2016-02-01 16:01:06	resource5_1	
S	0	42	Traer informacion estudiante - banner	2016-02-01 16:07:01	2016-02-01 16:07:01	2016-02-01 16:07:02	resource0_1	
S	0	39	Cancelar Solicitud	2016-02-01 14:52:58	2016-02-01 15:00:01	2016-02-01 16:07:19	resource01_2	
S	0	38	Notificacion estudiante cancelacion soli	2016-02-01 15:42:23	2016-02-01 16:07:19	2016-02-01 16:07:20	resource01_2	
S	0	42	Radicar Solicitud Homologacion	2016-02-01 16:07:02	2016-02-01 16:07:02	2016-02-01 16:15:56	resource0_1	
S	0	43	Traer informacion estudiante - banner	2016-02-01 16:12:10	2016-02-01 16:15:56	2016-02-01 16:15:57	resource0_1	
S	0	43	Radicar Solicitud Homologacion	2016-02-01 16:15:57	2016-02-01 16:15:57	2016-02-01 16:16:39	resource0_1	
S	0	44	Traer informacion estudiante - banner	2016-02-01 16:22:08	2016-02-01 16:22:08	2016-02-01 16:22:09	resource0_1	
S	0	44	Radicar Solicitud Homologacion	2016-02-01 16:22:09	2016-02-01 16:22:09	2016-02-01 16:29:25	resource0_1	
S	0	45	Traer informacion estudiante - banner	2016-02-01 16:22:58	2016-02-01 16:29:25	2016-02-01 16:29:26	resource0_1	
S	0	28	Validar solicitud	2016-02-01 09:51:16	2016-02-01 15:57:37	2016-02-01 16:31:19	resource2_1	
S	0	45	Radicar Solicitud Homologacion	2016-02-01 16:29:26	2016-02-01 16:29:26	2016-02-01 16:32:17	resource0_1	
S	0	40	Cancelar Solicitud	2016-02-01 15:40:05	2016-02-01 15:42:23	2016-02-01 16:34:59	resource1_1	
S	0	39	Notificacion estudiante cancelacion soli	2016-02-01 16:07:19	2016-02-01 16:34:59	2016-02-01 16:35:00	resource1_1	
S	0	46	Traer informacion estudiante - banner	2016-02-01 16:43:36	2016-02-01 16:43:36	2016-02-01 16:43:38	resource0_1	
S	0	46	Radicar Solicitud Homologacion	2016-02-01 16:43:38	2016-02-01 16:43:38	2016-02-01 16:44:38	resource0_1	
S	0	30	Validar solicitud	2016-02-01 10:28:12	2016-02-01 16:31:19	2016-02-01 17:01:15	resource2_1	
S	0	41	Cancelar Solicitud	2016-02-01 15:58:50	2016-02-01 16:07:20	2016-02-01 17:02:54	resource01_2	
S	0	47	Traer informacion estudiante - banner	2016-02-01 17:13:58	2016-02-01 17:13:58	2016-02-01 17:13:59	resource0_1	
S	0	24	Evaluacion curso	2016-02-01 15:57:37	2016-02-01 16:01:06	2016-02-01 17:17:22	resource5_1	
S	0	47	Radicar Solicitud Homologacion	2016-02-01 17:13:59	2016-02-01 17:13:59	2016-02-01 17:19:05	resource0_1	
S	0	48	Traer informacion estudiante - banner	2016-02-01 17:16:24	2016-02-01 17:19:05	2016-02-01 17:19:06	resource0_1	
S	0	48	Radicar Solicitud Homologacion	2016-02-01 17:19:06	2016-02-01 17:19:06	2016-02-01 17:19:08	resource0_1	
S	0	49	Traer informacion estudiante - banner	2016-02-01 17:24:13	2016-02-01 17:24:13	2016-02-01 17:24:14	resource0_1	
S	0	6	Homologacion por grupo de cursos	2016-02-01 07:52:05	2016-02-01 15:23:40	2016-02-01 17:27:54	resource3_1	
S	0	30	Revisar curso	2016-02-01 17:01:15	2016-02-01 17:01:15	2016-02-01 17:31:06	resource4_1	
S	0	31	Validar solicitud	2016-02-01 10:34:58	2016-02-01 17:01:15	2016-02-01 17:32:16	resource2_1	
S	0	43	Cancelar Solicitud	2016-02-01 16:16:39	2016-02-01 16:35:00	2016-02-01 17:38:06	resource1_1	
S	0	49	Radicar Solicitud Homologacion	2016-02-01 17:24:14	2016-02-01 17:24:14	2016-02-01 17:39:50	resource0_1	
S	0	44	Cancelar Solicitud	2016-02-01 16:29:25	2016-02-01 17:02:54	2016-02-01 17:53:21	resource01_2	
S	0	40	Notificacion estudiante cancelacion soli	2016-02-01 16:34:59	2016-02-01 17:53:21	2016-02-01 17:53:22	resource01_2	
S	0	50	Traer informacion estudiante - banner	2016-02-01 17:55:11	2016-02-01 17:55:11	2016-02-01 17:55:13	resource0_1	
S	0	50	Radicar Solicitud Homologacion	2016-02-01 17:55:13	2016-02-01 17:55:13	2016-02-01 17:58:25	resource0_1	
S	0	31	Revisar curso	2016-02-01 17:32:16	2016-02-01 17:32:16	2016-02-01 18:01:18	resource4_1	
S	0	32	Validar solicitud	2016-02-01 11:17:00	2016-02-01 17:32:16	2016-02-01 18:08:19	resource2_1	
S	0	51	Traer informacion estudiante - banner	2016-02-01 18:11:13	2016-02-01 18:11:13	2016-02-01 18:11:14	resource0_1	
S	0	51	Radicar Solicitud Homologacion	2016-02-01 18:11:14	2016-02-01 18:11:14	2016-02-01 18:17:44	resource0_1	
S	0	52	Traer informacion estudiante - banner	2016-02-01 18:28:21	2016-02-01 18:28:21	2016-02-01 18:28:22	resource0_1	
S	0	45	Cancelar Solicitud	2016-02-01 16:32:17	2016-02-01 17:38:06	2016-02-01 18:33:54	resource1_1	
S	0	41	Notificacion estudiante cancelacion soli	2016-02-01 17:02:54	2016-02-01 18:33:54	2016-02-01 18:33:55	resource1_1	
S	0	52	Radicar Solicitud Homologacion	2016-02-01 18:28:22	2016-02-01 18:28:22	2016-02-01 18:36:52	resource0_1	
S	0	28	Evaluacion curso	2016-02-01 16:31:19	2016-02-01 17:17:22	2016-02-01 18:37:49	resource5_1	
S	0	53	Traer informacion estudiante - banner	2016-02-01 18:41:51	2016-02-01 18:41:51	2016-02-01 18:41:52	resource0_1	
S	0	33	Validar solicitud	2016-02-01 11:19:02	2016-02-01 18:08:19	2016-02-01 18:42:46	resource2_1	
S	0	53	Radicar Solicitud Homologacion	2016-02-01 18:41:52	2016-02-01 18:41:52	2016-02-01 18:43:36	resource0_1	
S	0	54	Traer informacion estudiante - banner	2016-02-01 18:48:16	2016-02-01 18:48:16	2016-02-01 18:48:18	resource0_1	
S	0	46	Cancelar Solicitud	2016-02-01 16:44:38	2016-02-01 17:53:22	2016-02-01 18:51:17	resource01_2	
S	0	54	Radicar Solicitud Homologacion	2016-02-01 18:48:18	2016-02-01 18:48:18	2016-02-01 19:00:52	resource0_1	
S	0	55	Traer informacion estudiante - banner	2016-02-01 18:50:05	2016-02-01 19:00:52	2016-02-01 19:00:53	resource0_1	
S	0	55	Radicar Solicitud Homologacion	2016-02-01 19:00:53	2016-02-01 19:00:53	2016-02-01 19:09:01	resource0_1	
S	0	34	Validar solicitud	2016-02-01 12:14:19	2016-02-01 18:42:46	2016-02-01 19:13:57	resource2_1	
S	0	56	Traer informacion estudiante - banner	2016-02-01 19:14:10	2016-02-01 19:14:10	2016-02-01 19:14:11	resource0_1	
S	0	56	Radicar Solicitud Homologacion	2016-02-01 19:14:11	2016-02-01 19:14:11	2016-02-01 19:22:05	resource0_1	
S	0	7	Homologacion por grupo de cursos	2016-02-01 08:19:05	2016-02-01 17:27:54	2016-02-01 19:24:41	resource3_1	
S	0	57	Traer informacion estudiante - banner	2016-02-01 19:24:41	2016-02-01 19:24:41	2016-02-01 19:24:43	resource0_1	
S	0	57	Radicar Solicitud Homologacion	2016-02-01 19:24:43	2016-02-01 19:24:43	2016-02-01 19:26:27	resource0_1	
S	0	35	Validar solicitud	2016-02-01 12:29:04	2016-02-01 19:13:57	2016-02-01 19:36:30	resource2_1	
S	0	47	Cancelar Solicitud	2016-02-01 17:19:05	2016-02-01 18:33:55	2016-02-01 19:37:15	resource1_1	
S	0	58	Traer informacion estudiante - banner	2016-02-01 19:41:07	2016-02-01 19:41:07	2016-02-01 19:41:09	resource0_1	
S	0	30	Evaluacion curso	2016-02-01 17:01:15	2016-02-01 18:37:49	2016-02-01 19:52:46	resource5_1	
S	0	58	Radicar Solicitud Homologacion	2016-02-01 19:41:09	2016-02-02 04:00:00	2016-02-02 04:00:25	resource0_2	
S	0	59	Traer informacion estudiante - banner	2016-02-01 19:47:14	2016-02-02 04:00:25	2016-02-02 04:00:27	resource0_2	
S	0	60	Traer informacion estudiante - banner	2016-02-01 19:48:25	2016-02-02 04:00:27	2016-02-02 04:00:28	resource0_2	
S	0	61	Traer informacion estudiante - banner	2016-02-01 20:05:21	2016-02-02 04:00:28	2016-02-02 04:00:29	resource0_2	
S	0	62	Traer informacion estudiante - banner	2016-02-01 20:09:08	2016-02-02 04:00:29	2016-02-02 04:00:30	resource0_2	
S	0	63	Traer informacion estudiante - banner	2016-02-01 20:12:00	2016-02-02 04:00:30	2016-02-02 04:00:31	resource0_2	
S	0	64	Traer informacion estudiante - banner	2016-02-01 20:15:59	2016-02-02 04:00:31	2016-02-02 04:00:33	resource0_2	
S	0	65	Traer informacion estudiante - banner	2016-02-02 03:12:12	2016-02-02 04:00:33	2016-02-02 04:00:34	resource0_2	
